meeting_id,entity_id,entity_legal_name,country_code,committee_name,meeting_type,meeting_date,reporting_year,board_size,members_present,attendance_rate_pct,esg_agenda_flag,decision_made_flag,esg_topics_discussed,linked_kpi_code,linked_kpi_name,linked_erm_risk_id,linked_erm_risk_name,decision_summary,action_owner_function,action_due_date,action_status,minutes_status,data_source,created_from
MTG-000245,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2019-03-14,2019,8,8,100.0,True,True,Supplier ESG policy update; PCAF data quality remediation,SOC-001,Gender pay gap,,,Decision recorded: Supplier ESG policy update | linked KPI SOC-001,Finance,2019-08-11,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000246,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2019-06-10,2019,7,6,85.7,True,True,ESG remuneration KPI setting; PCAF data quality remediation; Real estate collateral emissions review,FIN-006,SBTi-aligned exposure,,,Decision recorded: ESG remuneration KPI setting | linked KPI FIN-006,Board Secretariat,2019-08-10,in_progress,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000247,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2019-09-09,2019,8,7,87.5,True,True,Motor vehicle portfolio emissions review,FIN-010,Real estate exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Motor vehicle portfolio emissions review | linked KPI FIN-010 | linked risk RISK-007,Legal,2019-12-31,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000248,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2019-12-17,2019,8,7,87.5,True,False,Climate risk model validation,FIN-007,High transition risk exposure,RISK-009,Market repricing of high-emission collateral,Committee review completed; action items assigned,Market Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000249,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2020-01-06,2020,11,9,81.8,True,True,Annual sustainability report sign-off,FIN-012,"Financed emissions Scope 1, 2 and 3",,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-012,Finance,2020-06-09,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000250,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2020-04-03,2020,12,11,91.7,True,True,Sovereign bond financed emissions review,FIN-011,Motor vehicle exposure,RISK-012,ESG data quality and lineage weakness,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-011 | linked risk RISK-012,Data Governance,2020-08-19,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000251,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2020-07-24,2020,12,11,91.7,True,True,Climate risk model validation,FIN-007,High transition risk exposure,RISK-012,ESG data quality and lineage weakness,Decision recorded: Climate risk model validation | linked KPI FIN-007 | linked risk RISK-012,Data Governance,2020-11-08,completed,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000252,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2020-10-15,2020,9,7,77.8,True,True,Physical risk exposure review,FIN-008,Sovereign bond exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Physical risk exposure review | linked KPI FIN-008 | linked risk RISK-002,Credit Risk,2021-02-10,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000253,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2020-03-18,2020,8,8,100.0,True,True,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-008,Stranded assets - fossil fuel sector,Decision recorded: Climate scenario analysis review | linked KPI FIN-007 | linked risk RISK-008,Sector Risk,2020-09-06,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000254,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2020-06-17,2020,7,6,85.7,True,False,Financed emissions methodology review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-011,Supply chain - Scope 3 data gaps,Committee review completed; action items assigned,Sustainability Office,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000255,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2020-09-21,2020,7,6,85.7,True,True,Sovereign bond financed emissions review; Supplier ESG policy update,FIN-009,Project finance exposure,RISK-012,ESG data quality and lineage weakness,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-009 | linked risk RISK-012,Data Governance,2020-12-12,in_progress,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000256,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2020-12-08,2020,7,6,85.7,True,False,IFRS S2 climate disclosure approval; Supplier ESG policy update; Physical risk exposure review,ENV-002,Scope 2 location-based emissions,RISK-013,Board climate competence gap,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000257,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2021-01-08,2021,11,10,90.9,True,True,Annual sustainability report sign-off,FIN-001,Financed emissions Scope 1 and 2,,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-001,Compliance,2021-07-05,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000258,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2021-04-21,2021,11,10,90.9,True,False,Green bond framework update,ENV-004,Energy consumption,,,Discussion only; no formal decision recorded for Green bond framework update,Internal Audit,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000259,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2021-07-21,2021,12,11,91.7,True,True,Supplier ESG policy update,SOC-002,ESG training completion,,,Decision recorded: Supplier ESG policy update | linked KPI SOC-002,Risk Management,2021-11-08,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000260,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2021-10-25,2021,11,11,100.0,True,True,Transition risk appetite approval,FIN-002,Outstanding loan exposure,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Transition risk appetite approval | linked KPI FIN-002 | linked risk RISK-006,Compliance,2022-01-01,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000261,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2021-03-19,2021,9,9,100.0,True,True,Net-zero target progress review; Sovereign bond financed emissions review,ENV-005,Energy cost,,,Decision recorded: Net-zero target progress review | linked KPI ENV-005,Compliance,2021-07-18,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000262,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2021-06-14,2021,8,8,100.0,True,True,Green bond framework update; Project finance emissions methodology review,FIN-002,Outstanding loan exposure,,,Decision recorded: Green bond framework update | linked KPI FIN-002,Human Resources,2021-09-02,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000263,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2021-09-10,2021,9,9,100.0,True,True,Green bond framework update; Transition risk appetite approval; Motor vehicle portfolio emissions review,FIN-003,High-emission sector exposure,,,Decision recorded: Green bond framework update | linked KPI FIN-003,Human Resources,2021-12-21,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000264,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2021-12-10,2021,8,7,87.5,True,True,Supplier ESG policy update; PCAF data quality remediation,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Supplier ESG policy update | linked KPI GOV-001,Internal Audit,2022-02-15,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000265,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2022-01-05,2022,12,11,91.7,True,True,Annual sustainability report sign-off,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-003,Board Secretariat,2022-03-13,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000266,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2022-04-08,2022,9,6,66.7,True,False,Annual sustainability report sign-off,ENV-004,Energy consumption,,,Discussion only; no formal decision recorded for Annual sustainability report sign-off,Finance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000267,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2022-07-11,2022,12,12,100.0,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000268,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2022-10-20,2022,12,8,66.7,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000269,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2022-03-18,2022,8,8,100.0,True,True,IFRS S2 climate disclosure approval,ENV-001,Scope 1 emissions,RISK-005,Carbon pricing - industrial loans,Decision recorded: IFRS S2 climate disclosure approval | linked KPI ENV-001 | linked risk RISK-005,Credit Risk,2022-07-18,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000270,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2022-06-16,2022,7,6,85.7,True,True,Climate risk model validation; PCAF data quality remediation; IFRS S2 climate disclosure approval,FIN-005,Financed emissions data coverage,RISK-008,Stranded assets - fossil fuel sector,Decision recorded: Climate risk model validation | linked KPI FIN-005 | linked risk RISK-008,Sector Risk,2022-10-06,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000271,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2022-09-22,2022,7,5,71.4,True,True,Financed emissions methodology review,FIN-005,Financed emissions data coverage,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Financed emissions methodology review | linked KPI FIN-005 | linked risk RISK-007,Legal,2023-03-13,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000272,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2022-12-09,2022,9,8,88.9,True,True,Project finance emissions methodology review,FIN-011,Motor vehicle exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Project finance emissions methodology review | linked KPI FIN-011 | linked risk RISK-007,Legal,2023-03-21,in_progress,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000273,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2023-01-16,2023,10,8,80.0,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Data Governance,2023-04-07,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000274,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2023-04-14,2023,12,11,91.7,True,False,Climate risk model validation,FIN-007,High transition risk exposure,RISK-005,Carbon pricing - industrial loans,Discussion only; no formal decision recorded for Climate risk model validation,Credit Risk,,,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000275,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2023-07-10,2023,10,10,100.0,True,False,PCAF data quality remediation,FIN-004,Average PCAF data quality score,RISK-012,ESG data quality and lineage weakness,Discussion only; no formal decision recorded for PCAF data quality remediation,Data Governance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000276,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2023-10-06,2023,11,10,90.9,True,True,Physical risk exposure review,FIN-010,Real estate exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Physical risk exposure review | linked KPI FIN-010 | linked risk RISK-002,Credit Risk,2024-01-10,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000277,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2023-03-15,2023,7,7,100.0,True,True,Supplier ESG policy update; ESG remuneration KPI setting; Transition risk appetite approval,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Supplier ESG policy update | linked KPI GOV-001,Sustainability Office,2023-06-21,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000278,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2023-06-08,2023,9,9,100.0,True,True,Transition risk appetite approval; Sovereign bond financed emissions review,FIN-003,High-emission sector exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Transition risk appetite approval | linked KPI FIN-003 | linked risk RISK-007,Legal,2023-09-23,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000279,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2023-09-14,2023,9,8,88.9,True,False,Project finance emissions methodology review; ESG remuneration KPI setting; Net-zero target progress review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-010,Client transition plan credibility risk,Committee review completed; action items assigned,Relationship Banking,,monitored,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000280,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2023-12-19,2023,8,8,100.0,True,True,Net-zero target progress review; Project finance emissions methodology review; Climate risk model validation,ENV-001,Scope 1 emissions,,,Decision recorded: Net-zero target progress review | linked KPI ENV-001,Risk Management,2024-05-16,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000281,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2024-01-05,2024,9,9,100.0,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Risk Management,2024-06-30,completed,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000282,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2024-04-05,2024,11,7,63.6,True,True,Net-zero target progress review,ENV-002,Scope 2 location-based emissions,,,Decision recorded: Net-zero target progress review | linked KPI ENV-002,Compliance,2024-07-07,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000283,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2024-07-15,2024,10,8,80.0,True,False,Green bond framework update,ENV-001,Scope 1 emissions,,,Discussion only; no formal decision recorded for Green bond framework update,Risk Management,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000284,ENT-ES-006,Atlas Leasing Spain SL,ES,Board of Directors,full_board,2024-10-11,2024,11,11,100.0,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000285,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2024-03-08,2024,8,8,100.0,True,True,Financed emissions methodology review,FIN-001,Financed emissions Scope 1 and 2,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: Financed emissions methodology review | linked KPI FIN-001 | linked risk RISK-011,Sustainability Office,2024-07-18,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000286,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2024-06-18,2024,9,9,100.0,True,True,Supplier ESG policy update; ESG remuneration KPI setting,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Supplier ESG policy update | linked KPI GOV-001,Finance,2024-08-02,completed,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000287,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2024-09-13,2024,8,7,87.5,True,True,Climate risk model validation; Net-zero target progress review,FIN-007,High transition risk exposure,RISK-008,Stranded assets - fossil fuel sector,Decision recorded: Climate risk model validation | linked KPI FIN-007 | linked risk RISK-008,Sector Risk,2024-11-18,completed,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000288,ENT-ES-006,Atlas Leasing Spain SL,ES,Board ESG & Sustainability Committee,esg_committee,2024-12-09,2024,9,9,100.0,True,False,Annual sustainability report sign-off,ENV-005,Energy cost,,,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000289,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2019-01-25,2019,11,8,72.7,True,True,Annual sustainability report sign-off,ENV-001,Scope 1 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-001,Risk Management,2019-05-02,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000290,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2019-04-10,2019,9,9,100.0,True,True,Net-zero target progress review,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Net-zero target progress review | linked KPI ENV-003,Credit Risk,2019-09-11,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000291,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2019-07-12,2019,9,7,77.8,True,True,Financed emissions methodology review,FIN-004,Average PCAF data quality score,RISK-005,Carbon pricing - industrial loans,Decision recorded: Financed emissions methodology review | linked KPI FIN-004 | linked risk RISK-005,Credit Risk,2019-11-10,in_progress,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000292,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2019-10-11,2019,9,7,77.8,True,False,Real estate collateral emissions review,FIN-002,Outstanding loan exposure,RISK-008,Stranded assets - fossil fuel sector,Discussion only; no formal decision recorded for Real estate collateral emissions review,Sector Risk,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000293,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2019-03-19,2019,9,7,77.8,True,False,Green bond framework update; Project finance emissions methodology review,ENV-002,Scope 2 location-based emissions,,,Committee review completed; action items assigned,Data Governance,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000294,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2019-06-12,2019,9,7,77.8,True,False,Financed emissions methodology review; Sovereign bond financed emissions review; Project finance emissions methodology review,FIN-004,Average PCAF data quality score,RISK-007,Greenwashing litigation and conduct risk,Committee review completed; action items assigned,Legal,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000295,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2019-09-19,2019,7,7,100.0,True,True,Supplier ESG policy update; Sovereign bond financed emissions review,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Supplier ESG policy update | linked KPI GOV-001,Finance,2020-02-24,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000296,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2019-12-20,2019,8,8,100.0,True,False,Real estate collateral emissions review; Net-zero target progress review,FIN-008,Sovereign bond exposure,RISK-004,Water stress - agribusiness borrowers,Committee review completed; action items assigned,Sector Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000297,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2020-01-06,2020,11,10,90.9,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Sustainability Office,2020-02-27,in_progress,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000298,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2020-04-16,2020,12,9,75.0,True,False,Net-zero target progress review,ENV-005,Energy cost,,,Discussion only; no formal decision recorded for Net-zero target progress review,Compliance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000299,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2020-07-24,2020,10,7,70.0,True,False,Transition risk appetite approval,FIN-009,Project finance exposure,RISK-008,Stranded assets - fossil fuel sector,Discussion only; no formal decision recorded for Transition risk appetite approval,Sector Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000300,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2020-10-09,2020,11,9,81.8,True,False,ESG remuneration KPI setting,GOV-001,Board meetings with ESG agenda,,,Discussion only; no formal decision recorded for ESG remuneration KPI setting,Finance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000301,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2020-03-13,2020,7,7,100.0,True,True,Motor vehicle portfolio emissions review; ESG remuneration KPI setting,FIN-001,Financed emissions Scope 1 and 2,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Motor vehicle portfolio emissions review | linked KPI FIN-001 | linked risk RISK-007,Legal,2020-08-31,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000302,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2020-06-10,2020,9,7,77.8,True,True,Physical risk exposure review; PCAF data quality remediation,FIN-008,Sovereign bond exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Physical risk exposure review | linked KPI FIN-008 | linked risk RISK-002,Credit Risk,2020-10-26,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000303,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2020-09-18,2020,7,7,100.0,True,False,Real estate collateral emissions review; IFRS S2 climate disclosure approval; Sovereign bond financed emissions review,FIN-010,Real estate exposure,RISK-001,Flood risk - mortgage book,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000304,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2020-12-18,2020,8,7,87.5,True,True,ESG remuneration KPI setting; Climate scenario analysis review,GOV-001,Board meetings with ESG agenda,,,Decision recorded: ESG remuneration KPI setting | linked KPI GOV-001,Compliance,2021-05-03,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000305,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2021-01-05,2021,11,11,100.0,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Human Resources,2021-06-18,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000306,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2021-04-23,2021,10,9,90.0,True,True,Supplier ESG policy update,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Supplier ESG policy update | linked KPI GOV-001,Sustainability Office,2021-08-01,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000307,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2021-07-19,2021,11,10,90.9,True,True,ESG remuneration KPI setting,GOV-001,Board meetings with ESG agenda,,,Decision recorded: ESG remuneration KPI setting | linked KPI GOV-001,Finance,2021-11-30,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000308,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2021-10-08,2021,10,9,90.0,True,False,Motor vehicle portfolio emissions review,FIN-010,Real estate exposure,RISK-005,Carbon pricing - industrial loans,Discussion only; no formal decision recorded for Motor vehicle portfolio emissions review,Credit Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000309,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2021-03-08,2021,7,6,85.7,True,True,Sovereign bond financed emissions review; Real estate collateral emissions review,FIN-011,Motor vehicle exposure,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-011 | linked risk RISK-006,Compliance,2021-04-11,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000310,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2021-06-18,2021,9,9,100.0,True,False,Real estate collateral emissions review; Transition risk appetite approval; Annual sustainability report sign-off,FIN-002,Outstanding loan exposure,RISK-003,Chronic heat - commercial real estate,Committee review completed; action items assigned,Portfolio Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000311,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2021-09-17,2021,9,8,88.9,True,True,Green bond framework update,FIN-011,Motor vehicle exposure,,,Decision recorded: Green bond framework update | linked KPI FIN-011,Compliance,2021-12-19,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
