bill_id,site_id,entity_id,site_name,site_type,country_code,grid_region,meter_type,scope_category,billing_period_start,billing_period_end,quantity,unit,unit_price_eur,cost_eur,floor_area_m2,fleet_size,emission_factor_key,emission_factor_country_code,invoice_status,data_source,reporting_year
BILL-00004558,SITE-00076,ENT-UK-005,HQ-GB-076,hq,GB,GB,electricity,scope2_location,2024-10-01,2024-12-31,852299.15,kWh,0.22,187505.81,11341,42,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2024
BILL-00004559,SITE-00076,ENT-UK-005,HQ-GB-076,hq,GB,GB,natural_gas,scope1,2024-10-01,2024-12-31,319791.61,kWh,0.105,33578.12,11341,42,scope1_natural_gas_combustion,GB,submitted,synthetic_utility_invoice,2024
BILL-00004560,SITE-00076,ENT-UK-005,HQ-GB-076,hq,GB,GB,diesel_fleet,scope1,2024-10-01,2024-12-31,8387.66,litres,1.58,13252.51,11341,42,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2024
BILL-00004561,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2019-01-01,2019-03-31,201983.79,kWh,0.145,29287.65,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2019
BILL-00004562,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2019-01-01,2019-03-31,197474.41,kWh,0.055,10861.09,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2019
BILL-00004563,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2019-01-01,2019-03-31,427.84,litres,1.25,534.79,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2019
BILL-00004564,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2019-04-01,2019-06-30,162884.86,kWh,0.145,23618.3,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2019
BILL-00004565,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2019-04-01,2019-06-30,85806.01,kWh,0.055,4719.33,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2019
BILL-00004566,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2019-04-01,2019-06-30,338.91,litres,1.25,423.64,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2019
BILL-00004567,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2019-07-01,2019-09-30,182811.06,kWh,0.145,26507.6,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2019
BILL-00004568,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2019-07-01,2019-09-30,19388.87,kWh,0.055,1066.39,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2019
BILL-00004569,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2019-07-01,2019-09-30,311.28,litres,1.25,389.11,5065,2,scope1_diesel_combustion,NL,estimated,synthetic_utility_invoice,2019
BILL-00004570,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2019-10-01,2019-12-31,197451.25,kWh,0.145,28630.43,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2019
BILL-00004571,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2019-10-01,2019-12-31,68611.59,kWh,0.055,3773.64,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2019
BILL-00004572,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2019-10-01,2019-12-31,382.4,litres,1.25,478.0,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2019
BILL-00004573,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2020-01-01,2020-03-31,209594.22,kWh,0.15,31439.13,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2020
BILL-00004574,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2020-01-01,2020-03-31,260033.92,kWh,0.052,13521.76,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2020
BILL-00004575,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2020-01-01,2020-03-31,461.34,litres,1.1,507.47,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2020
BILL-00004576,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2020-04-01,2020-06-30,156232.01,kWh,0.15,23434.8,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2020
BILL-00004577,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2020-04-01,2020-06-30,82663.19,kWh,0.052,4298.49,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2020
BILL-00004578,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2020-04-01,2020-06-30,353.76,litres,1.1,389.13,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2020
BILL-00004579,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2020-07-01,2020-09-30,179405.53,kWh,0.15,26910.83,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2020
BILL-00004580,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2020-07-01,2020-09-30,19383.22,kWh,0.052,1007.93,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2020
BILL-00004581,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2020-07-01,2020-09-30,353.7,litres,1.1,389.07,5065,2,scope1_diesel_combustion,NL,corrected,synthetic_utility_invoice,2020
BILL-00004582,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2020-10-01,2020-12-31,233663.59,kWh,0.15,35049.54,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2020
BILL-00004583,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2020-10-01,2020-12-31,93888.08,kWh,0.052,4882.18,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2020
BILL-00004584,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2020-10-01,2020-12-31,372.39,litres,1.1,409.63,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2020
BILL-00004585,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2021-01-01,2021-03-31,217260.97,kWh,0.165,35848.06,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2021
BILL-00004586,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2021-01-01,2021-03-31,231015.65,kWh,0.065,15016.02,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2021
BILL-00004587,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2021-01-01,2021-03-31,344.2,litres,1.3,447.46,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2021
BILL-00004588,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2021-04-01,2021-06-30,161998.85,kWh,0.165,26729.81,5065,2,scope2_location_electricity_grid,NL,estimated,synthetic_utility_invoice,2021
BILL-00004589,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2021-04-01,2021-06-30,96692.84,kWh,0.065,6285.03,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2021
BILL-00004590,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2021-04-01,2021-06-30,471.01,litres,1.3,612.31,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2021
BILL-00004591,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2021-07-01,2021-09-30,162599.32,kWh,0.165,26828.89,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2021
BILL-00004592,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2021-07-01,2021-09-30,18787.9,kWh,0.065,1221.21,5065,2,scope1_natural_gas_combustion,NL,estimated,synthetic_utility_invoice,2021
BILL-00004593,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2021-07-01,2021-09-30,388.15,litres,1.3,504.59,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2021
BILL-00004594,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2021-10-01,2021-12-31,188182.61,kWh,0.165,31050.13,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2021
BILL-00004595,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2021-10-01,2021-12-31,97182.4,kWh,0.065,6316.86,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2021
BILL-00004596,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2021-10-01,2021-12-31,383.77,litres,1.3,498.91,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2021
BILL-00004597,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2022-01-01,2022-03-31,199480.4,kWh,0.26,51864.9,5065,2,scope2_location_electricity_grid,NL,estimated,synthetic_utility_invoice,2022
BILL-00004598,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2022-01-01,2022-03-31,238573.88,kWh,0.145,34593.21,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2022
BILL-00004599,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2022-01-01,2022-03-31,361.5,litres,1.75,632.63,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2022
BILL-00004600,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2022-04-01,2022-06-30,148674.51,kWh,0.26,38655.37,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2022
BILL-00004601,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2022-04-01,2022-06-30,92348.83,kWh,0.145,13390.58,5065,2,scope1_natural_gas_combustion,NL,estimated,synthetic_utility_invoice,2022
BILL-00004602,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2022-04-01,2022-06-30,364.07,litres,1.75,637.12,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2022
BILL-00004603,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2022-07-01,2022-09-30,174906.32,kWh,0.26,45475.64,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2022
BILL-00004604,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2022-07-01,2022-09-30,18529.59,kWh,0.145,2686.79,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2022
BILL-00004605,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2022-07-01,2022-09-30,292.08,litres,1.75,511.15,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2022
BILL-00004606,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2022-10-01,2022-12-31,231780.46,kWh,0.26,60262.92,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2022
BILL-00004607,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2022-10-01,2022-12-31,95076.55,kWh,0.145,13786.1,5065,2,scope1_natural_gas_combustion,NL,estimated,synthetic_utility_invoice,2022
BILL-00004608,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2022-10-01,2022-12-31,323.0,litres,1.75,565.24,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2022
BILL-00004609,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2023-01-01,2023-03-31,180074.73,kWh,0.235,42317.56,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2023
BILL-00004610,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2023-01-01,2023-03-31,193739.36,kWh,0.12,23248.72,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004611,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2023-01-01,2023-03-31,392.26,litres,1.65,647.23,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004612,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2023-04-01,2023-06-30,158700.56,kWh,0.235,37294.63,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2023
BILL-00004613,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2023-04-01,2023-06-30,89477.4,kWh,0.12,10737.29,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004614,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2023-04-01,2023-06-30,433.7,litres,1.65,715.61,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004615,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2023-07-01,2023-09-30,169824.16,kWh,0.235,39908.68,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2023
BILL-00004616,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2023-07-01,2023-09-30,18453.9,kWh,0.12,2214.47,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004617,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2023-07-01,2023-09-30,335.93,litres,1.65,554.28,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004618,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2023-10-01,2023-12-31,192457.7,kWh,0.235,45227.56,5065,2,scope2_location_electricity_grid,NL,estimated,synthetic_utility_invoice,2023
BILL-00004619,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2023-10-01,2023-12-31,95832.51,kWh,0.12,11499.9,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004620,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2023-10-01,2023-12-31,429.49,litres,1.65,708.66,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2023
BILL-00004621,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2024-01-01,2024-03-31,201978.42,kWh,0.22,44435.25,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2024
BILL-00004622,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2024-01-01,2024-03-31,218556.34,kWh,0.105,22948.42,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004623,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2024-01-01,2024-03-31,368.49,litres,1.58,582.22,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004624,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2024-04-01,2024-06-30,153310.27,kWh,0.22,33728.26,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2024
BILL-00004625,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2024-04-01,2024-06-30,91350.01,kWh,0.105,9591.75,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004626,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2024-04-01,2024-06-30,391.96,litres,1.58,619.29,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004627,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2024-07-01,2024-09-30,179100.8,kWh,0.22,39402.18,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2024
BILL-00004628,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2024-07-01,2024-09-30,17773.05,kWh,0.105,1866.17,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004629,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2024-07-01,2024-09-30,344.54,litres,1.58,544.38,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004630,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,electricity,scope2_location,2024-10-01,2024-12-31,199279.41,kWh,0.22,43841.47,5065,2,scope2_location_electricity_grid,NL,submitted,synthetic_utility_invoice,2024
BILL-00004631,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,natural_gas,scope1,2024-10-01,2024-12-31,106297.46,kWh,0.105,11161.23,5065,2,scope1_natural_gas_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004632,SITE-00077,ENT-NL-004,OFFICE-NL-077,office,NL,NL,diesel_fleet,scope1,2024-10-01,2024-12-31,339.85,litres,1.58,536.96,5065,2,scope1_diesel_combustion,NL,submitted,synthetic_utility_invoice,2024
BILL-00004633,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2019-01-01,2019-03-31,31247.35,kWh,0.145,4530.87,752,0,scope2_location_electricity_grid,DE,estimated,synthetic_utility_invoice,2019
BILL-00004634,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2019-04-01,2019-06-30,27708.7,kWh,0.145,4017.76,752,0,scope2_location_electricity_grid,DE,corrected,synthetic_utility_invoice,2019
BILL-00004635,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2019-07-01,2019-09-30,25828.55,kWh,0.145,3745.14,752,0,scope2_location_electricity_grid,DE,estimated,synthetic_utility_invoice,2019
BILL-00004636,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2019-10-01,2019-12-31,29655.54,kWh,0.145,4300.05,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2019
BILL-00004637,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2020-01-01,2020-03-31,36235.26,kWh,0.15,5435.29,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2020
BILL-00004638,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2020-04-01,2020-06-30,28102.59,kWh,0.15,4215.39,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2020
BILL-00004639,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2020-07-01,2020-09-30,30712.19,kWh,0.15,4606.83,752,0,scope2_location_electricity_grid,DE,estimated,synthetic_utility_invoice,2020
BILL-00004640,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2020-10-01,2020-12-31,37407.32,kWh,0.15,5611.1,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2020
BILL-00004641,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2021-01-01,2021-03-31,38794.03,kWh,0.165,6401.02,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2021
BILL-00004642,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2021-04-01,2021-06-30,26507.92,kWh,0.165,4373.81,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2021
BILL-00004643,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2021-07-01,2021-09-30,29305.46,kWh,0.165,4835.4,752,0,scope2_location_electricity_grid,DE,estimated,synthetic_utility_invoice,2021
BILL-00004644,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2021-10-01,2021-12-31,36844.29,kWh,0.165,6079.31,752,0,scope2_location_electricity_grid,DE,estimated,synthetic_utility_invoice,2021
BILL-00004645,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2022-01-01,2022-03-31,38847.56,kWh,0.26,10100.36,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2022
BILL-00004646,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2022-04-01,2022-06-30,26472.36,kWh,0.26,6882.81,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2022
BILL-00004647,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2022-07-01,2022-09-30,29854.47,kWh,0.26,7762.16,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2022
BILL-00004648,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2022-10-01,2022-12-31,35390.37,kWh,0.26,9201.5,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2022
BILL-00004649,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2023-01-01,2023-03-31,36038.39,kWh,0.235,8469.02,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2023
BILL-00004650,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2023-04-01,2023-06-30,28344.55,kWh,0.235,6660.97,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2023
BILL-00004651,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2023-07-01,2023-09-30,31222.3,kWh,0.235,7337.24,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2023
BILL-00004652,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2023-10-01,2023-12-31,37846.31,kWh,0.235,8893.88,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2023
BILL-00004653,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2024-01-01,2024-03-31,36133.83,kWh,0.22,7949.44,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2024
BILL-00004654,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2024-04-01,2024-06-30,29432.19,kWh,0.22,6475.08,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2024
BILL-00004655,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2024-07-01,2024-09-30,30663.79,kWh,0.22,6746.03,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2024
BILL-00004656,SITE-00078,ENT-DE-003,BRANCH-DE-078,branch,DE,DE,electricity,scope2_location,2024-10-01,2024-12-31,34383.57,kWh,0.22,7564.38,752,0,scope2_location_electricity_grid,DE,submitted,synthetic_utility_invoice,2024
BILL-00004657,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,electricity,scope2_location,2019-01-01,2019-03-31,2264351.59,kWh,0.145,328330.98,9926,7,scope2_location_electricity_grid,ES,submitted,synthetic_utility_invoice,2019
BILL-00004658,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,diesel_fleet,scope1,2019-01-01,2019-03-31,1477.61,litres,1.25,1847.01,9926,7,scope1_diesel_combustion,ES,submitted,synthetic_utility_invoice,2019
BILL-00004659,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,electricity,scope2_location,2019-04-01,2019-06-30,2036271.86,kWh,0.145,295259.42,9926,7,scope2_location_electricity_grid,ES,submitted,synthetic_utility_invoice,2019
BILL-00004660,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,diesel_fleet,scope1,2019-04-01,2019-06-30,1183.24,litres,1.25,1479.05,9926,7,scope1_diesel_combustion,ES,submitted,synthetic_utility_invoice,2019
BILL-00004661,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,electricity,scope2_location,2019-07-01,2019-09-30,2046545.31,kWh,0.145,296749.07,9926,7,scope2_location_electricity_grid,ES,submitted,synthetic_utility_invoice,2019
BILL-00004662,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,diesel_fleet,scope1,2019-07-01,2019-09-30,1209.32,litres,1.25,1511.65,9926,7,scope1_diesel_combustion,ES,submitted,synthetic_utility_invoice,2019
BILL-00004663,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,electricity,scope2_location,2019-10-01,2019-12-31,2220513.96,kWh,0.145,321974.52,9926,7,scope2_location_electricity_grid,ES,corrected,synthetic_utility_invoice,2019
BILL-00004664,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,diesel_fleet,scope1,2019-10-01,2019-12-31,1266.57,litres,1.25,1583.22,9926,7,scope1_diesel_combustion,ES,submitted,synthetic_utility_invoice,2019
BILL-00004665,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,electricity,scope2_location,2020-01-01,2020-03-31,2166272.05,kWh,0.15,324940.81,9926,7,scope2_location_electricity_grid,ES,submitted,synthetic_utility_invoice,2020
BILL-00004666,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,diesel_fleet,scope1,2020-01-01,2020-03-31,1523.99,litres,1.1,1676.39,9926,7,scope1_diesel_combustion,ES,submitted,synthetic_utility_invoice,2020
BILL-00004667,SITE-00079,ENT-ES-006,DATA_CENTRE-ES-079,data_centre,ES,ES,electricity,scope2_location,2020-04-01,2020-06-30,1656922.85,kWh,0.15,248538.43,9926,7,scope2_location_electricity_grid,ES,submitted,synthetic_utility_invoice,2020
