requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,clean_requirement_text,source_paragraph_text,clause_path,obligation_type,mandatory,evidence_tags,banking_relevance,paragraph_quality_score,requirement_quality_score
IFRS_S1_C3_C01,IFRS S1,C3,38,General Requirements,Sources of guidance,Sources of guidance,"In applying the sources of guidance specified in paragraph C2, an entity shall not obscure material information required by IFRS Sustainability Disclosure Standards (see paragraph B27). If an entity applies the sources of guidance specified in paragraph C2 without applying the requirements in IFRS Sustainability Disclosure Standards, the entity shall not make an explicit and unreserved statement of compliance with IFRS Sustainability Disclosure Standards.","In applying the sources of guidance specified in paragraph C2, an entity shall not obscure material information required by IFRS Sustainability Disclosure Standards (see paragraph B27). If an entity applies the sources of guidance specified in paragraph C2 without applying the requirements in IFRS Sustainability Disclosure Standards, the entity shall not make an explicit and unreserved statement of compliance with IFRS Sustainability Disclosure Standards.",,prohibition,True,"[""materiality"", ""source_guidance""]",general,1.0,1.0
IFRS_S1_D12_C01,IFRS S1,D12,40,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be neutral. A neutral depiction is one without bias in the selection or disclosure of information. Information is neutral if it is not slanted, weighted, emphasised, de-emphasised or otherwise manipulated to make it more likely that primary users will receive that information favourably or unfavourably. Neutral information is not information without purpose or without influence on behaviour. On the contrary, relevant information is, by definition, capable of making a difference in users’ decisions.","Sustainability-related financial information shall be neutral. A neutral depiction is one without bias in the selection or disclosure of information. Information is neutral if it is not slanted, weighted, emphasised, de-emphasised or otherwise manipulated to make it more likely that primary users will receive that information favourably or unfavourably. Neutral information is not information without purpose or without influence on behaviour. On the contrary, relevant information is, by definition, capable of making a difference in users’ decisions.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D15_C01,IFRS S1,D15,41,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that — (a) factual information is free from material error","Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that: (a) factual information is free from material error; (b) descriptions are precise; (c) estimates, approximations and forecasts are clearly identified as such; (d) no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast; (e) assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity; and (f) information on judgements about the future faithfully reflects both those judgements and the information on which they are based. Enhancing qualitative characteristics of useful sustainability-",(a),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D15_C02,IFRS S1,D15,41,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that — (b) descriptions are precise","Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that: (a) factual information is free from material error; (b) descriptions are precise; (c) estimates, approximations and forecasts are clearly identified as such; (d) no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast; (e) assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity; and (f) information on judgements about the future faithfully reflects both those judgements and the information on which they are based. Enhancing qualitative characteristics of useful sustainability-",(b),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D15_C03,IFRS S1,D15,41,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that — (c) estimates, approximations and forecasts are clearly identified as such","Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that: (a) factual information is free from material error; (b) descriptions are precise; (c) estimates, approximations and forecasts are clearly identified as such; (d) no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast; (e) assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity; and (f) information on judgements about the future faithfully reflects both those judgements and the information on which they are based. Enhancing qualitative characteristics of useful sustainability-",(c),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D15_C04,IFRS S1,D15,41,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that — (d) no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast","Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that: (a) factual information is free from material error; (b) descriptions are precise; (c) estimates, approximations and forecasts are clearly identified as such; (d) no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast; (e) assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity; and (f) information on judgements about the future faithfully reflects both those judgements and the information on which they are based. Enhancing qualitative characteristics of useful sustainability-",(d),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D15_C05,IFRS S1,D15,41,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that — (e) assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity","Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that: (a) factual information is free from material error; (b) descriptions are precise; (c) estimates, approximations and forecasts are clearly identified as such; (d) no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast; (e) assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity; and (f) information on judgements about the future faithfully reflects both those judgements and the information on which they are based. Enhancing qualitative characteristics of useful sustainability-",(e),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D15_C06,IFRS S1,D15,41,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that — (f) information on judgements about the future faithfully reflects both those judgements and the information on which they are based. Enhancing qualitative characteristics of useful sustainability-","Sustainability-related financial information shall be accurate. Information can be accurate without being perfectly precise in all respects. The precision needed and attainable, and the factors that make information accurate, depend on the nature of the information and the nature of the matters to which it relates. For example, accuracy requires that: (a) factual information is free from material error; (b) descriptions are precise; (c) estimates, approximations and forecasts are clearly identified as such; (d) no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast; (e) assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity; and (f) information on judgements about the future faithfully reflects both those judgements and the information on which they are based. Enhancing qualitative characteristics of useful sustainability-",(f),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D18_C01,IFRS S1,D18,42,General Requirements,Materiality,Materiality,Sustainability-related financial disclosures shall be provided in a way that enhances comparability.,Sustainability-related financial disclosures shall be provided in a way that enhances comparability.,,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D20_C01,IFRS S1,D20,42,General Requirements,Materiality,Materiality,"Comparability is not uniformity. For information to be comparable, like things shall look alike and different things shall look different. Comparability of sustainability-related financial information is not enhanced by making unlike things look alike any more than it is enhanced by making like things look different. Verifiability","Comparability is not uniformity. For information to be comparable, like things shall look alike and different things shall look different. Comparability of sustainability-related financial information is not enhanced by making unlike things look alike any more than it is enhanced by making like things look different. Verifiability",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D23_C01,IFRS S1,D23,42,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be provided in a way that enhances its verifiability. Verifiability can be enhanced by, for example — (a) including information that can be corroborated by comparing it with other information available to primary users about an entity’s business, about other businesses or about the external environment in which the entity operates","Sustainability-related financial information shall be provided in a way that enhances its verifiability. Verifiability can be enhanced by, for example: (a) including information that can be corroborated by comparing it with other information available to primary users about an entity’s business, about other businesses or about the external environment in which the entity operates; (b) providing information about inputs and methods of calculation used to produce estimates or approximations; and (c) providing information reviewed and agreed by the entity’s board, board committees or equivalent bodies.",(a),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D23_C02,IFRS S1,D23,42,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be provided in a way that enhances its verifiability. Verifiability can be enhanced by, for example — (b) providing information about inputs and methods of calculation used to produce estimates or approximations","Sustainability-related financial information shall be provided in a way that enhances its verifiability. Verifiability can be enhanced by, for example: (a) including information that can be corroborated by comparing it with other information available to primary users about an entity’s business, about other businesses or about the external environment in which the entity operates; (b) providing information about inputs and methods of calculation used to produce estimates or approximations; and (c) providing information reviewed and agreed by the entity’s board, board committees or equivalent bodies.",(b),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D23_C03,IFRS S1,D23,42,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be provided in a way that enhances its verifiability. Verifiability can be enhanced by, for example — (c) providing information reviewed and agreed by the entity’s board, board committees or equivalent bodies.","Sustainability-related financial information shall be provided in a way that enhances its verifiability. Verifiability can be enhanced by, for example: (a) including information that can be corroborated by comparing it with other information available to primary users about an entity’s business, about other businesses or about the external environment in which the entity operates; (b) providing information about inputs and methods of calculation used to produce estimates or approximations; and (c) providing information reviewed and agreed by the entity’s board, board committees or equivalent bodies.",(c),mandatory,True,"[""governance_body"", ""materiality""]",general,1.0,1.0
IFRS_S1_D24_C01,IFRS S1,D24,42,General Requirements,Materiality,Materiality,"Some sustainability-related financial information will be presented as explanations or forward-looking information. That information can be supportable, for example by faithfully representing fact-based strategies, plans and risk analyses. To help primary users decide whether to use such information, an entity shall describe the underlying assumptions and methods of producing the information, as well as other factors that provide evidence that the information reflects the actual plans or decisions made by the entity. Timeliness","Some sustainability-related financial information will be presented as explanations or forward-looking information. That information can be supportable, for example by faithfully representing fact-based strategies, plans and risk analyses. To help primary users decide whether to use such information, an entity shall describe the underlying assumptions and methods of producing the information, as well as other factors that provide evidence that the information reflects the actual plans or decisions made by the entity. Timeliness",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D26_C01,IFRS S1,D26,43,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be clear and concise. For sustainability-related financial disclosures to be concise, they need — (a) to avoid generic information, sometimes called ‘boilerplate’, that is not specific to the entity","Sustainability-related financial information shall be clear and concise. For sustainability-related financial disclosures to be concise, they need: (a) to avoid generic information, sometimes called ‘boilerplate’, that is not specific to the entity; (b) to avoid duplication of information in the general purpose financial reports, including unnecessary duplication of information also provided in the related financial statements; and (c) to use clear language and clearly structured sentences and paragraphs.",(a),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D26_C02,IFRS S1,D26,43,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be clear and concise. For sustainability-related financial disclosures to be concise, they need — (b) to avoid duplication of information in the general purpose financial reports, including unnecessary duplication of information also provided in the related financial statements","Sustainability-related financial information shall be clear and concise. For sustainability-related financial disclosures to be concise, they need: (a) to avoid generic information, sometimes called ‘boilerplate’, that is not specific to the entity; (b) to avoid duplication of information in the general purpose financial reports, including unnecessary duplication of information also provided in the related financial statements; and (c) to use clear language and clearly structured sentences and paragraphs.",(b),mandatory,True,"[""materiality"", ""connected_information""]",general,1.0,1.0
IFRS_S1_D26_C03,IFRS S1,D26,43,General Requirements,Materiality,Materiality,"Sustainability-related financial information shall be clear and concise. For sustainability-related financial disclosures to be concise, they need — (c) to use clear language and clearly structured sentences and paragraphs.","Sustainability-related financial information shall be clear and concise. For sustainability-related financial disclosures to be concise, they need: (a) to avoid generic information, sometimes called ‘boilerplate’, that is not specific to the entity; (b) to avoid duplication of information in the general purpose financial reports, including unnecessary duplication of information also provided in the related financial statements; and (c) to use clear language and clearly structured sentences and paragraphs.",(c),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D29_C01,IFRS S1,D29,43,General Requirements,Materiality,Materiality,Disclosures are concise if they include only material information. Any immaterial information included shall be provided in a way that avoids obscuring material information.,Disclosures are concise if they include only material information. Any immaterial information included shall be provided in a way that avoids obscuring material information.,,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D30_C01,IFRS S1,D30,43,General Requirements,Materiality,Materiality,"Some sustainability-related risks and opportunities are inherently complex and might be difficult to present in a manner that is easy to understand. An entity shall present such information as clearly as possible. However, complex information about these risks and opportunities shall not be excluded from general purpose financial reports to make those reports easier to understand. Excluding such information would render those reports incomplete and, therefore, possibly misleading.","Some sustainability-related risks and opportunities are inherently complex and might be difficult to present in a manner that is easy to understand. An entity shall present such information as clearly as possible. However, complex information about these risks and opportunities shall not be excluded from general purpose financial reports to make those reports easier to understand. Excluding such information would render those reports incomplete and, therefore, possibly misleading.",,prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D31_C01,IFRS S1,D31,43,General Requirements,Materiality,Materiality,"The completeness, clarity and comparability of sustainability-related financial information all rely on information being presented as a coherent whole. For sustainability-related financial information to be coherent, it shall be presented in a way that explains the context and the connections between the related items of information.","The completeness, clarity and comparability of sustainability-related financial information all rely on information being presented as a coherent whole. For sustainability-related financial information to be coherent, it shall be presented in a way that explains the context and the connections between the related items of information.",,mandatory,True,"[""materiality"", ""connected_information""]",general,1.0,1.0
IFRS_S1_D32_C01,IFRS S1,D32,44,General Requirements,Materiality,Materiality,"If sustainability-related risks and opportunities located in one part of an entity’s general purpose financial reports have implications for information disclosed in other parts, the entity shall include the information necessary for users to assess those implications.","If sustainability-related risks and opportunities located in one part of an entity’s general purpose financial reports have implications for information disclosed in other parts, the entity shall include the information necessary for users to assess those implications.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_D33_C01,IFRS S1,D33,44,General Requirements,Materiality,Materiality,Coherence also requires an entity to provide information in a way that allows users to relate information about its sustainability-related risks and opportunities to information in the entity’s financial statements.,Coherence also requires an entity to provide information in a way that allows users to relate information about its sustainability-related risks and opportunities to information in the entity’s financial statements.,,mandatory,True,"[""materiality"", ""connected_information""]",general,1.0,1.0
IFRS_S2_2_C01,IFRS S2,2,6,General Requirements,OBJECTIVE,Objective,"This Standard requires an entity to disclose information about climate-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term. For the purposes of this Standard, these risks and opportunities are collectively referred to as ‘climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’.","This Standard requires an entity to disclose information about climate-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term. For the purposes of this Standard, these risks and opportunities are collectively referred to as ‘climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’.",,mandatory,True,"[""financial_effects""]",medium,1.0,1.0
