standard,paragraph_id,page,appendix,appendix_title,nearest_heading,text,paragraph_prefix,paragraph_number,paragraph_suffix,report_section,official_section_heading,mapping_method,paragraph_quality_score,paragraph_quality_issues
IFRS S1,D23,42,D,Appendix D,Materiality,"Sustainability-related financial information shall be provided in a way that enhances its verifiability. Verifiability can be enhanced by, for example: (a) including information that can be corroborated by comparing it with other information available to primary users about an entity’s business, about other businesses or about the external environment in which the entity operates; (b) providing information about inputs and methods of calculation used to produce estimates or approximations; and (c) providing information reviewed and agreed by the entity’s board, board committees or equivalent bodies.",D,23,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D24,42,D,Appendix D,Materiality,"Some sustainability-related financial information will be presented as explanations or forward-looking information. That information can be supportable, for example by faithfully representing fact-based strategies, plans and risk analyses. To help primary users decide whether to use such information, an entity shall describe the underlying assumptions and methods of producing the information, as well as other factors that provide evidence that the information reflects the actual plans or decisions made by the entity. Timeliness",D,24,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D25,43,D,Appendix D,Materiality,"Timeliness means having information available to decision-makers in time to be capable of influencing their decisions. Generally, the older information is, the less useful it is. However, some information may continue to be timely long after the end of a reporting period because, for example, some users may need to identify and assess trends. Understandability",D,25,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D26,43,D,Appendix D,Materiality,"Sustainability-related financial information shall be clear and concise. For sustainability-related financial disclosures to be concise, they need: (a) to avoid generic information, sometimes called ‘boilerplate’, that is not specific to the entity; (b) to avoid duplication of information in the general purpose financial reports, including unnecessary duplication of information also provided in the related financial statements; and (c) to use clear language and clearly structured sentences and paragraphs.",D,26,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D27,43,D,Appendix D,Materiality,"The clearest form a disclosure can take will depend on the nature of the information and might include tables, graphs or diagrams in addition to narrative text. If graphs or diagrams are used, additional text or tables might be necessary to avoid obscuring material detail.",D,27,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D28,43,D,Appendix D,Materiality,"Clarity might be enhanced by distinguishing information about developments in the reporting period from ‘standing’ information that remains unchanged, or changes little, from one period to the next—for example, by separately describing features of an entity’s sustainability-related governance and risk management processes that have changed since the previous reporting period.",D,28,,Risk Management,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D29,43,D,Appendix D,Materiality,Disclosures are concise if they include only material information. Any immaterial information included shall be provided in a way that avoids obscuring material information.,D,29,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D30,43,D,Appendix D,Materiality,"Some sustainability-related risks and opportunities are inherently complex and might be difficult to present in a manner that is easy to understand. An entity shall present such information as clearly as possible. However, complex information about these risks and opportunities shall not be excluded from general purpose financial reports to make those reports easier to understand. Excluding such information would render those reports incomplete and, therefore, possibly misleading.",D,30,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D31,43,D,Appendix D,Materiality,"The completeness, clarity and comparability of sustainability-related financial information all rely on information being presented as a coherent whole. For sustainability-related financial information to be coherent, it shall be presented in a way that explains the context and the connections between the related items of information.",D,31,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D32,44,D,Appendix D,Materiality,"If sustainability-related risks and opportunities located in one part of an entity’s general purpose financial reports have implications for information disclosed in other parts, the entity shall include the information necessary for users to assess those implications.",D,32,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S1,D33,44,D,Appendix D,Materiality,Coherence also requires an entity to provide information in a way that allows users to relate information about its sustainability-related risks and opportunities to information in the entity’s financial statements.,D,33,,General Requirements,Materiality,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,1,6,,,Objective,The objective of IFRS S2 Climate-related Disclosures is to require an entity to disclose information about its climate-related risks and opportunities that is useful to primary users of general purpose financial reports in making decisions relating to providing resources to the entity.,,1,,General Requirements,OBJECTIVE,auto_toc_body_range,1.0,[]
IFRS S2,2,6,,,Objective,"This Standard requires an entity to disclose information about climate-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term. For the purposes of this Standard, these risks and opportunities are collectively referred to as ‘climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’.",,2,,General Requirements,OBJECTIVE,auto_toc_body_range,1.0,[]
IFRS S2,3,6,,,Scope,"This Standard applies to: (a) climate-related risks to which the entity is exposed, which are: (i) climate-related physical risks; and (ii) climate-related transition risks; and (b) climate-related opportunities available to the entity.",,3,,General Requirements,SCOPE,auto_toc_body_range,1.0,[]
IFRS S2,4,6,,,Scope,Climate-related risks and opportunities that could not reasonably be expected to affect an entity’s prospects are outside the scope of this Standard.,,4,,General Requirements,SCOPE,auto_toc_body_range,1.0,[]
IFRS S2,5,6,,,Governance,"The objective of climate-related financial disclosures on governance is to enable users of general purpose financial reports to understand the governance processes, controls and procedures an entity uses to monitor, manage and oversee climate-related risks and opportunities.",,5,,Governance,Governance,auto_toc_body_range,1.0,[]
IFRS S2,6,6,,,Governance,"To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of climate-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for climate-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to climate-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about climate-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account climate-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to climate-related risks and opportunities, and monitors progress towards those targets (see paragraphs 33–36), including whether and how related performance metrics are included in remuneration policies (see paragraph 29(g)). (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee climate-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of climate-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",,6,,Governance,Governance,auto_toc_body_range,1.0,[]
IFRS S2,7,7,,,Governance,"In preparing disclosures to fulfil the requirements in paragraph 6, an entity shall avoid unnecessary duplication in accordance with IFRS S1 General Requirements for Disclosure of Sustainability-related Financial Information (IFRS S1) (see paragraph B42(b) of IFRS S1). For example, although an entity shall provide the information required by paragraph 6, if oversight of sustainability-related risks and opportunities is managed on an integrated basis, the entity would avoid duplication by providing integrated governance disclosures instead of separate disclosures for each sustainability-related risk and opportunity.",,7,,Governance,Governance,auto_toc_body_range,1.0,[]
IFRS S2,8,8,,,Strategy,The objective of climate-related financial disclosures on strategy is to enable users of general purpose financial reports to understand an entity’s strategy for managing climate-related risks and opportunities.,,8,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,9,8,,,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12); (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13); (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14); (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).",,9,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,10,8,,,Climate-related risks and opportunities,"An entity shall disclose information that enables users of general purpose financial reports to understand the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Specifically, the entity shall: (a) describe climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; (b) explain, for each climate-related risk the entity has identified, whether the entity considers the risk to be a climate-related physical risk or climate-related transition risk; (c) specify, for each climate-related risk and opportunity the entity has identified, over which time horizons—short, medium or long term— the effects of each climate-related risk and opportunity could reasonably be expected to occur; and (d) explain how the entity defines ‘short term’, ‘medium term’ and ‘long term’ and how these definitions are linked to the planning horizons used by the entity for strategic decision-making.",,10,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,11,9,,,Climate-related risks and opportunities,"In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort, including information about past events, current conditions and forecasts of future conditions.",,11,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,12,9,,,Climate-related risks and opportunities,"In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall refer to and consider the applicability of the industry-based disclosure topics defined in the Industry-based Guidance on Implementing IFRS S2.",,12,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,13,9,,,Business model and value chain,"An entity shall disclose information that enables users of general purpose financial reports to understand the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain. Specifically, the entity shall disclose: (a) a description of the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain; and (b) a description of where in the entity’s business model and value chain climate-related risks and opportunities are concentrated (for example, geographical areas, facilities and types of assets).",,13,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,14,9,,,Strategy and decision-making,"An entity shall disclose information that enables users of general purpose financial reports to understand the effects of climate-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose: (a) information about how the entity has responded to, and plans to respond to, climate-related risks and opportunities in its strategy and decision-making, including how the entity plans to achieve any climate-related targets it has set and any targets it is required to meet by law or regulation. Specifically, the entity shall disclose information about: (i) current and anticipated changes to the entity’s business model, including its resource allocation, to address climate-related risks and opportunities (for example, these changes could include plans to manage or decommission carbon-, energy-or water-intensive operations; resource allocations resulting from demand or supply-chain changes; resource allocations arising from business development through capital expenditure or additional expenditure on research and development; and acquisitions or divestments); (ii) current and anticipated direct mitigation and adaptation efforts (for example, through changes in production processes or equipment, relocation of facilities, workforce adjustments, and changes in product specifications); (iii) current and anticipated indirect mitigation and adaptation efforts (for example, through working with customers and supply chains); (iv) any climate-related transition plan the entity has, including information about key assumptions used in developing its transition plan, and dependencies on which the entity’s transition plan relies; and (v) how the entity plans to achieve any climate-related targets, including any greenhouse gas emissions targets, described in accordance with paragraphs 33–36. (b) information about how the entity is resourcing, and plans to resource, the activities disclosed in accordance with paragraph 14(a). (c) quantitative and qualitative information about the progress of plans disclosed in previous reporting periods in accordance with paragraph 14(a).",,14,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,15,10,,,"Financial position, financial performance and cash flows","An entity shall disclose information that enables users of general purpose financial reports to understand: (a) the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and (b) the anticipated effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how climate-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).",,15,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,16,10,,,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how climate-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the climate-related risks and opportunities identified in paragraph 16(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).",,16,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,17,11,,,"Financial position, financial performance and cash flows","In providing quantitative information, an entity may disclose a single amount or a range.",,17,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,18,11,,,"Financial position, financial performance and cash flows","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort; and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",,18,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,19,11,,,"Financial position, financial performance and cash flows",An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that: (a) those effects are not separately identifiable; or (b) the level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful.,,19,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,20,11,,,"Financial position, financial performance and cash flows","In addition, an entity need not provide quantitative information about the anticipated financial effects of a climate-related risk or opportunity if the entity does not have the skills, capabilities or resources to provide that quantitative information.",,20,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,21,11,,,"Financial position, financial performance and cash flows","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall: (a) explain why it has not provided quantitative information; (b) provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity; and (c) provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.",,21,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,22,12,,,Climate resilience,"An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose: (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis; (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience; (iii) the entity’s capacity to adjust or adapt its strategy and business model to climate change over the short, medium and long term, including; (1) the availability of, and flexibility in, the entity’s existing financial resources to respond to the effects identified in the climate-related scenario analysis, including to address climate-related risks and to take advantage of climate-related opportunities; (2) the entity’s ability to redeploy, repurpose, upgrade or decommission existing assets; and (3) the effect of the entity’s current and planned investments in climate-related mitigation, adaptation and opportunities for climate resilience; and (b) how and when the climate-related scenario analysis was carried out, including: (i) information about the inputs the entity used, including: (1) which climate-related scenarios the entity used for the analysis and the sources of those scenarios; (2) whether the analysis included a diverse range of climate-related scenarios; (3) whether the climate-related scenarios used for the analysis are associated with climate-related transition risks or climate-related physical risks; (4) whether the entity used, among its scenarios, a climate-related scenario aligned with the latest international agreement on climate change; (5) why the entity decided that its chosen climate-related scenarios are relevant to assessing its resilience to climate-related changes, developments or uncertainties; (6) the time horizons the entity used in the analysis; and (7) what scope of operations the entity used in the analysis (for example, the operating locations and business units used in the analysis); (ii) the key assumptions the entity made in the analysis, including assumptions about: (1) climate-related policies in the jurisdictions in which the entity operates; (2) macroeconomic trends; (3) national-or regional-level variables (for example, local weather patterns, demographics, land use, infrastructure and availability of natural resources); (4) energy usage and mix; and (5) developments in technology; and (iii) the reporting period in which the climate-related scenario analysis was carried out (see paragraph B18).",,22,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,23,13,,,Climate resilience,"In preparing disclosures to meet the requirements in paragraphs 13–22, an entity shall refer to and consider the applicability of cross-industry metric categories, as described in paragraph 29, and industry-based metrics associated with disclosure topics defined in the Industry-based Guidance on Implementing IFRS S2 as described in paragraph 32.",,23,,Strategy,Strategy,auto_toc_body_range,1.0,[]
IFRS S2,24,14,,,Risk management,"The objective of climate-related financial disclosures on risk management is to enable users of general purpose financial reports to understand an entity’s processes to identify, assess, prioritise and monitor climate-related risks and opportunities, including whether and how those processes are integrated into and inform the entity’s overall risk management process.",,24,,Risk Management,Risk management,auto_toc_body_range,1.0,[]
IFRS S2,25,14,,,Risk management,"To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor climate-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses climate-related scenario analysis to inform its identification of climate-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises climate-related risks relative to other types of risk; (v) how the entity monitors climate-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor climate-related opportunities, including information about whether and how the entity uses climate-related scenario analysis to inform its identification of climate-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring climate-related risks and opportunities are integrated into and inform the entity’s overall risk management process.",,25,,Risk Management,Risk management,auto_toc_body_range,1.0,[]
IFRS S2,26,14,,,Risk management,"In preparing disclosures to fulfil the requirements in paragraph 25, an entity shall avoid unnecessary duplication in accordance with IFRS S1 (see paragraph B42(b) of IFRS S1). For example, although an entity shall provide the information required by paragraph 25, if oversight of sustainability-related risks and opportunities is managed on an integrated basis, the entity would avoid duplication by providing integrated risk management disclosures instead of separate disclosures for each sustainability-related risk and opportunity.",,26,,Risk Management,Risk management,auto_toc_body_range,1.0,[]
IFRS S2,27,15,,,Metrics and targets,"The objective of climate-related financial disclosures on metrics and targets is to enable users of general purpose financial reports to understand an entity’s performance in relation to its climate-related risks and opportunities, including progress towards any climate-related targets it has set, and any targets it is required to meet by law or regulation.",,27,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,28,15,,,Metrics and targets,"To achieve this objective, an entity shall disclose: (a) information relevant to the cross-industry metric categories (see paragraphs 29–31); (b) industry-based metrics that are associated with particular business models, activities or other common features that characterise participation in an industry (see paragraph 32); and (c) targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37).",,28,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,29,15,,,Climate-related metrics,"An entity shall disclose information relevant to the cross-industry metric categories of: (a) greenhouse gases—the entity shall: (i) disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent (see paragraphs B19–B22), classified as: (1) Scope 1 greenhouse gas emissions; (2) Scope 2 greenhouse gas emissions; and (3) Scope 3 greenhouse gas emissions; (ii) measure its greenhouse gas emissions in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenhouse gas emissions (see paragraphs B23–B25); (iii) disclose the approach it uses to measure its greenhouse gas emissions (see paragraphs B26–B29) including: (1) the measurement approach, inputs and assumptions the entity uses to measure its greenhouse gas emissions; (2) the reason why the entity has chosen the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions; and (3) any changes the entity made to the measurement approach, inputs and assumptions during the reporting period and the reasons for those changes; (iv) for Scope 1 and Scope 2 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(1)–(2), disaggregate emissions between: (1) the consolidated accounting group (for example, for an entity applying IFRS Accounting Standards, this group would comprise the parent and its consolidated subsidiaries); and (2) other investees excluded from paragraph 29(a)(iv)(1) (for example, for an entity applying IFRS Accounting Standards, these investees would include associates, joint ventures and unconsolidated subsidiaries); (v) for Scope 2 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(2), disclose its location-based Scope 2 greenhouse gas emissions, and provide information about any contractual instruments that is necessary to inform users’ understanding of the entity’s Scope 2 greenhouse gas emissions (see paragraphs B30–B31); and (vi) for Scope 3 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(3), and with reference to paragraphs B32–B57, disclose: (1) the categories included within the entity’s measure of Scope 3 greenhouse gas emissions, in accordance with the Scope 3 categories described in the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011); and (2) additional information about the entity’s financed emissions (which are part of Category 15 greenhouse gas emissions), if its activities include asset management, commercial banking or insurance (see paragraphs B58–B63A); (b) climate-related transition risks—the amount and percentage of assets or business activities vulnerable to climate-related transition risks; (c) climate-related physical risks—the amount and percentage of assets or business activities vulnerable to climate-related physical risks; (d) climate-related opportunities—the amount and percentage of assets or business activities aligned with climate-related opportunities; (e) capital deployment—the amount of capital expenditure, financing or investment deployed towards climate-related risks and opportunities; (f) internal carbon prices—the entity shall disclose: (i) an explanation of whether and how the entity is applying a carbon price in decision-making (for example, investment decisions, transfer pricing and scenario analysis); and (ii) the price for each metric tonne of greenhouse gas emissions the entity uses to assess the costs of its greenhouse gas emissions; (g) remuneration—the entity shall disclose: (i) a description of whether and how climate-related considerations are factored into executive remuneration (see also paragraph 6(a)(v)); and (ii) the percentage of executive management remuneration recognised in the current period that is linked to climate-related considerations.",,29,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,29A,17,,,Climate-related metrics,"In preparing disclosures to meet the requirement in paragraph 29(a)(i)(3), an entity is permitted to limit what it includes in its measure of Scope 3 Category 15 greenhouse gas emissions to only its financed emissions. That is, the entity is permitted to limit its Category 15 greenhouse gas emissions to emissions attributed to loans and investments made by the entity to investees or counterparties. ‘Loans and investments’ include loans, project finance, bonds, equity investments and undrawn loan commitments. For an entity that participates in asset management activities, financed emissions include greenhouse gas emissions attributed to assets under management. For the purpose of the limitation, an entity is permitted to exclude greenhouse gas emissions attributable to derivatives.",,29,A,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,29B,17,,,Climate-related metrics,"If an entity applies the limitation in paragraph 29A, the entity shall: (a) explain what it has treated as a derivative to enable users of general purpose financial reports to understand how it applied the limitation. For example, the entity could explain that, in applying the limitation, it treated as derivatives items that meet the definition of a derivative in accordance with the requirements of IFRS Accounting Standards or other applicable generally accepted accounting principles or practices (GAAP) used in preparing its related financial statements. (b) describe the financial activities it has excluded from its measure of Scope 3 Category 15 greenhouse gas emissions as a result of applying paragraph 29A, including activities associated with derivatives.",,29,B,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,29C,17,,,Climate-related metrics,"If an entity has included Category 15 greenhouse gas emissions in its measure of Scope 3 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(3), the entity shall disclose the total Category 15 greenhouse gas emissions and the subtotal of financed emissions included in that total.",,29,C,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,30,17,,,Climate-related metrics,"In preparing disclosures to meet the requirements in paragraph 29(b)–(d), an entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort.",,30,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,31,17,,,Climate-related metrics,"In preparing disclosures to meet the requirements in paragraph 29(b)–(g), an entity shall refer to paragraphs B64–B65.",,31,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,32,18,,,Climate-related metrics,"An entity shall disclose industry-based metrics that are associated with one or more particular business models, activities or other common features that characterise participation in an industry. In determining the industry-based metrics that the entity discloses, the entity shall refer to and consider the applicability of the industry-based metrics associated with disclosure topics described in the Industry-based Guidance on Implementing IFRS S2.",,32,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,33,18,,,Climate-related targets,"An entity shall disclose the quantitative and qualitative climate-related targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation, including any greenhouse gas emissions targets. For each target, the entity shall disclose: (a) the metric used to set the target (see paragraphs B66–B67); (b) the objective of the target (for example, mitigation, adaptation or conformance with science-based initiatives); (c) the part of the entity to which the target applies (for example, whether the target applies to the entity in its entirety or only a part of the entity, such as a specific business unit or specific geographical region); (d) the period over which the target applies; (e) the base period from which progress is measured; (f) any milestones and interim targets; (g) if the target is quantitative, whether it is an absolute target or an intensity target; and (h) how the latest international agreement on climate change, including jurisdictional commitments that arise from that agreement, has informed the target.",,33,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,34,18,,,Climate-related targets,"An entity shall disclose information about its approach to setting and reviewing each target, and how it monitors progress against each target, including: (a) whether the target and the methodology for setting the target has been validated by a third party; (b) the entity’s processes for reviewing the target; (c) the metrics used to monitor progress towards reaching the target; and (d) any revisions to the target and an explanation for those revisions.",,34,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,35,18,,,Climate-related targets,An entity shall disclose information about its performance against each climate-related target and an analysis of trends or changes in the entity’s performance.,,35,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,36,18,,,Climate-related targets,"For each greenhouse gas emissions target disclosed in accordance with paragraphs 33–35, an entity shall disclose: (a) which greenhouse gases are covered by the target. (b) whether Scope 1, Scope 2 or Scope 3 greenhouse gas emissions are covered by the target. (c) whether the target is a gross greenhouse gas emissions target or net greenhouse gas emissions target. If the entity discloses a net greenhouse gas emissions target, the entity is also required to separately disclose its associated gross greenhouse gas emissions target (see paragraphs B68–B69). (d) whether the target was derived using a sectoral decarbonisation approach. (e) the entity’s planned use of carbon credits to offset greenhouse gas emissions to achieve any net greenhouse gas emissions target. In explaining its planned use of carbon credits the entity shall disclose information including, and with reference to paragraphs B70–B71: (i) the extent to which, and how, achieving any net greenhouse gas emissions target relies on the use of carbon credits; (ii) which third-party scheme(s) will verify or certify the carbon credits; (iii) the type of carbon credit, including whether the underlying offset will be nature-based or based on technological carbon removals, and whether the underlying offset is achieved through carbon reduction or removal; and (iv) any other factors necessary for users of general purpose financial reports to understand the credibility and integrity of the carbon credits the entity plans to use (for example, assumptions regarding the permanence of the carbon offset).",,36,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,37,19,,,Climate-related targets,"In identifying and disclosing the metrics used to set and monitor progress towards reaching a target described in paragraphs 33–34, an entity shall refer to and consider the applicability of cross-industry metrics (see paragraph 29) and industry-based metrics (see paragraph 32), including those described in an applicable IFRS Sustainability Disclosure Standard, or metrics that otherwise satisfy the requirements in IFRS S1.",,37,,Metrics and Targets,Metrics and targets,auto_toc_body_range,1.0,[]
IFRS S2,B1,25,B,Application guidance,Climate resilience (paragraph 22),"Paragraph 22 requires an entity to use climate-related scenario analysis to assess its climate resilience, using an approach that is commensurate with its circumstances.2 The entity is required to use an approach to climate-related scenario analysis that enables it to consider all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort. Paragraphs B2–B18 provide guidance on how an entity uses scenario analysis to assess the entity’s climate resilience. Specifically: (a) paragraphs B2–B7 set out the factors the entity shall consider when assessing its circumstances; (b) paragraphs B8–B15 set out the factors the entity shall consider when determining an appropriate approach to climate-related scenario analysis; and (c) paragraphs B16–B18 set out additional factors for the entity to consider when determining its approach to climate-related scenario analysis over time.",B,1,,Strategy,Climate resilience (paragraph 22),auto_appendix_reference_or_heading,1.0,[]
