travel_id,bank_id,employee_id_hash,travel_date,mode,distance_km,emission_factor_kg_co2e_per_km,emissions_kg_co2e,purpose
TR000681,BANK01,EMP43352,2024-05-31,rail,1144,0.041,46.9,client_meeting
TR000682,BANK01,EMP43196,2024-02-08,rail,1022,0.041,41.9,client_meeting
TR000683,BANK01,EMP11387,2024-11-10,air_short,1472,0.255,375.4,audit
TR000684,BANK01,EMP41685,2024-05-12,air_short,1467,0.255,374.1,internal_meeting
TR000685,BANK01,EMP33157,2024-06-27,air_short,1329,0.255,338.9,audit
TR000686,BANK01,EMP33799,2024-10-30,air_long,8599,0.15,1289.8,client_meeting
TR000687,BANK01,EMP34655,2024-05-13,air_short,1044,0.255,266.2,internal_meeting
TR000688,BANK01,EMP07667,2024-11-29,air_short,1018,0.255,259.6,internal_meeting
TR000689,BANK01,EMP18038,2024-01-29,car,321,0.171,54.9,conference
TR000690,BANK01,EMP42750,2024-04-20,rail,141,0.041,5.8,client_meeting
TR000691,BANK01,EMP42498,2024-05-29,car,674,0.171,115.3,internal_meeting
TR000692,BANK01,EMP40592,2024-01-11,air_short,1221,0.255,311.4,conference
TR000693,BANK01,EMP04806,2024-11-22,air_short,552,0.255,140.8,client_meeting
TR000694,BANK01,EMP09974,2024-02-18,rail,731,0.041,30.0,audit
TR000695,BANK01,EMP33111,2024-10-25,air_short,824,0.255,210.1,internal_meeting
TR000696,BANK01,EMP24244,2024-01-15,rail,1098,0.041,45.0,conference
TR000697,BANK01,EMP26358,2024-03-07,air_short,1059,0.255,270.0,conference
TR000698,BANK01,EMP16736,2024-12-31,rail,928,0.041,38.0,internal_meeting
TR000699,BANK01,EMP32508,2024-11-06,air_short,985,0.255,251.2,audit
TR000700,BANK01,EMP40732,2024-11-24,air_short,1305,0.255,332.8,internal_meeting
TR000701,BANK01,EMP21549,2024-03-24,air_long,5585,0.15,837.8,internal_meeting
TR000702,BANK01,EMP37075,2024-02-25,rail,499,0.041,20.5,audit
TR000703,BANK01,EMP38420,2024-10-06,air_short,867,0.255,221.1,internal_meeting
TR000704,BANK01,EMP10852,2024-07-23,car,589,0.171,100.7,internal_meeting
TR000705,BANK01,EMP06859,2024-06-10,rail,958,0.041,39.3,audit
TR000706,BANK01,EMP29251,2024-10-05,rail,1086,0.041,44.5,conference
TR000707,BANK01,EMP12653,2024-04-14,car,279,0.171,47.7,client_meeting
TR000708,BANK01,EMP43591,2024-04-19,car,122,0.171,20.9,training
TR000709,BANK01,EMP40388,2024-08-04,rail,884,0.041,36.2,client_meeting
TR000710,BANK01,EMP07377,2024-01-11,car,195,0.171,33.3,client_meeting
TR000711,BANK01,EMP20165,2024-12-05,rail,1182,0.041,48.5,audit
TR000712,BANK01,EMP30413,2024-01-29,rail,1168,0.041,47.9,client_meeting
TR000713,BANK01,EMP42720,2024-01-28,air_short,556,0.255,141.8,conference
TR000714,BANK01,EMP25106,2024-11-02,air_short,305,0.255,77.8,internal_meeting
TR000715,BANK01,EMP32633,2024-05-26,air_short,1439,0.255,366.9,conference
TR000716,BANK01,EMP40044,2024-08-31,rail,1155,0.041,47.4,training
TR000717,BANK01,EMP43800,2024-05-13,air_short,457,0.255,116.5,internal_meeting
TR000718,BANK01,EMP21311,2024-08-16,air_long,8538,0.15,1280.7,audit
TR000719,BANK01,EMP42870,2024-11-07,air_short,498,0.255,127.0,training
TR000720,BANK01,EMP17706,2024-06-10,rail,869,0.041,35.6,audit
TR000721,BANK01,EMP13272,2024-10-10,car,735,0.171,125.7,training
TR000722,BANK01,EMP29279,2024-12-06,air_short,1476,0.255,376.4,client_meeting
TR000723,BANK01,EMP41692,2024-07-30,car,731,0.171,125.0,audit
TR000724,BANK01,EMP07197,2024-10-04,air_short,1210,0.255,308.6,internal_meeting
TR000725,BANK01,EMP05876,2024-11-30,air_short,542,0.255,138.2,audit
TR000726,BANK01,EMP37949,2024-02-23,air_long,1655,0.15,248.2,training
TR000727,BANK01,EMP40583,2024-07-27,air_short,1064,0.255,271.3,conference
TR000728,BANK01,EMP47181,2024-06-19,rail,119,0.041,4.9,client_meeting
TR000729,BANK01,EMP00067,2024-04-04,rail,103,0.041,4.2,conference
TR000730,BANK01,EMP19930,2024-08-24,rail,875,0.041,35.9,training
TR000731,BANK01,EMP47522,2024-03-12,air_long,4471,0.15,670.6,audit
TR000732,BANK01,EMP22123,2024-01-02,rail,271,0.041,11.1,conference
TR000733,BANK01,EMP15969,2024-01-28,air_long,7990,0.15,1198.5,audit
TR000734,BANK01,EMP20357,2024-12-25,rail,480,0.041,19.7,conference
TR000735,BANK01,EMP21917,2024-04-22,rail,300,0.041,12.3,conference
TR000736,BANK01,EMP10808,2024-10-05,air_short,325,0.255,82.9,audit
TR000737,BANK01,EMP41612,2024-08-01,air_short,1305,0.255,332.8,internal_meeting
TR000738,BANK01,EMP23044,2024-01-29,rail,873,0.041,35.8,conference
TR000739,BANK01,EMP26038,2024-11-05,air_short,403,0.255,102.8,client_meeting
TR000740,BANK01,EMP03841,2024-05-17,air_short,1241,0.255,316.5,client_meeting
TR000741,BANK01,EMP39898,2024-08-08,air_short,1475,0.255,376.1,internal_meeting
TR000742,BANK01,EMP02116,2024-10-17,air_short,1478,0.255,376.9,audit
TR000743,BANK01,EMP40363,2024-08-03,air_long,6001,0.15,900.1,client_meeting
TR000744,BANK01,EMP01206,2024-09-19,car,274,0.171,46.9,conference
TR000745,BANK01,EMP36909,2024-10-03,air_long,7333,0.15,1100.0,audit
TR000746,BANK01,EMP22821,2024-11-14,car,516,0.171,88.2,conference
TR000747,BANK01,EMP29295,2024-05-09,car,231,0.171,39.5,audit
TR000748,BANK01,EMP46730,2024-08-13,air_short,779,0.255,198.6,client_meeting
TR000749,BANK01,EMP23261,2024-01-09,car,654,0.171,111.8,client_meeting
TR000750,BANK01,EMP29644,2024-03-18,rail,542,0.041,22.2,client_meeting
TR000751,BANK01,EMP34203,2024-02-03,air_short,970,0.255,247.3,training
TR000752,BANK01,EMP19253,2024-07-26,air_short,626,0.255,159.6,training
TR000753,BANK01,EMP05226,2024-08-03,car,510,0.171,87.2,training
TR000754,BANK01,EMP14197,2024-12-04,air_short,870,0.255,221.8,client_meeting
TR000755,BANK01,EMP35304,2024-02-13,air_long,4844,0.15,726.6,internal_meeting
TR000756,BANK01,EMP47653,2024-02-08,air_short,428,0.255,109.1,internal_meeting
TR000757,BANK01,EMP18073,2024-08-13,air_long,8080,0.15,1212.0,audit
TR000758,BANK01,EMP39219,2024-05-14,air_short,1185,0.255,302.2,client_meeting
TR000759,BANK01,EMP39640,2024-04-24,rail,772,0.041,31.7,audit
TR000760,BANK01,EMP41024,2024-02-07,air_short,618,0.255,157.6,audit
TR000761,BANK01,EMP03562,2024-01-11,car,660,0.171,112.9,audit
TR000762,BANK01,EMP27706,2024-09-24,air_long,7055,0.15,1058.2,client_meeting
TR000763,BANK01,EMP41857,2024-08-06,car,489,0.171,83.6,conference
TR000764,BANK01,EMP09969,2024-11-07,air_short,1276,0.255,325.4,training
TR000765,BANK01,EMP36512,2024-01-16,air_short,304,0.255,77.5,training
TR000766,BANK01,EMP44456,2024-01-06,rail,414,0.041,17.0,training
TR000767,BANK01,EMP31731,2024-03-31,rail,760,0.041,31.2,training
TR000768,BANK01,EMP05474,2024-07-06,car,252,0.171,43.1,client_meeting
TR000769,BANK01,EMP29316,2024-06-26,rail,947,0.041,38.8,audit
TR000770,BANK01,EMP20324,2024-11-08,rail,411,0.041,16.9,training
TR000771,BANK01,EMP06590,2024-11-08,rail,640,0.041,26.2,training
TR000772,BANK01,EMP11872,2024-07-04,rail,1136,0.041,46.6,client_meeting
TR000773,BANK01,EMP26445,2024-04-28,rail,120,0.041,4.9,internal_meeting
TR000774,BANK01,EMP45703,2024-08-30,air_short,574,0.255,146.4,client_meeting
TR000775,BANK01,EMP33172,2024-03-29,air_long,4006,0.15,600.9,internal_meeting
TR000776,BANK01,EMP13010,2024-12-21,rail,859,0.041,35.2,training
TR000777,BANK01,EMP41523,2024-01-03,air_short,672,0.255,171.4,client_meeting
TR000778,BANK01,EMP18119,2024-02-21,air_short,994,0.255,253.5,training
TR000779,BANK01,EMP16281,2024-03-21,car,427,0.171,73.0,internal_meeting
TR000780,BANK01,EMP32439,2024-05-04,air_long,5630,0.15,844.5,client_meeting
TR000781,BANK01,EMP44659,2024-04-22,air_long,8183,0.15,1227.5,internal_meeting
TR000782,BANK01,EMP13404,2024-10-18,air_short,814,0.255,207.6,training
TR000783,BANK01,EMP28651,2024-03-25,rail,985,0.041,40.4,audit
TR000784,BANK01,EMP01246,2024-01-07,air_short,704,0.255,179.5,conference
TR000785,BANK01,EMP34289,2024-01-23,rail,767,0.041,31.4,training
TR000786,BANK01,EMP31186,2024-12-13,rail,699,0.041,28.7,audit
TR000787,BANK01,EMP34182,2024-08-13,air_short,1076,0.255,274.4,internal_meeting
TR000788,BANK01,EMP41291,2024-11-23,rail,976,0.041,40.0,training
TR000789,BANK01,EMP01276,2024-09-25,car,439,0.171,75.1,client_meeting
TR000790,BANK01,EMP09412,2024-04-13,air_long,2589,0.15,388.3,client_meeting
TR000791,BANK01,EMP05529,2024-07-08,car,115,0.171,19.7,internal_meeting
TR000792,BANK01,EMP19710,2024-02-18,car,270,0.171,46.2,training
TR000793,BANK01,EMP45742,2024-10-05,car,438,0.171,74.9,audit
TR000794,BANK01,EMP15491,2024-08-13,rail,1098,0.041,45.0,audit
TR000795,BANK01,EMP45240,2024-06-19,rail,1175,0.041,48.2,internal_meeting
TR000796,BANK01,EMP46168,2024-03-17,air_long,6278,0.15,941.7,internal_meeting
TR000797,BANK01,EMP45085,2024-07-05,car,513,0.171,87.7,internal_meeting
TR000798,BANK01,EMP18885,2024-06-19,rail,896,0.041,36.7,client_meeting
TR000799,BANK01,EMP10040,2024-01-07,air_short,971,0.255,247.6,audit
TR000800,BANK01,EMP16803,2024-12-12,car,467,0.171,79.9,training
TR000801,BANK01,EMP13743,2024-09-22,rail,891,0.041,36.5,client_meeting
TR000802,BANK01,EMP47769,2024-08-09,air_long,7052,0.15,1057.8,audit
TR000803,BANK01,EMP04866,2024-01-19,rail,638,0.041,26.2,conference
TR000804,BANK01,EMP09960,2024-11-11,rail,1162,0.041,47.6,internal_meeting
TR000805,BANK01,EMP24754,2024-01-08,air_short,598,0.255,152.5,training
TR000806,BANK01,EMP32465,2024-02-24,rail,864,0.041,35.4,client_meeting
TR000807,BANK01,EMP24682,2024-11-02,air_short,690,0.255,176.0,training
TR000808,BANK01,EMP41062,2024-01-18,rail,460,0.041,18.9,audit
TR000809,BANK01,EMP20913,2024-03-27,air_long,2100,0.15,315.0,audit
TR000810,BANK01,EMP35942,2024-09-20,air_long,7030,0.15,1054.5,audit
TR000811,BANK01,EMP00238,2024-08-23,car,143,0.171,24.5,client_meeting
TR000812,BANK01,EMP26232,2024-01-14,air_short,657,0.255,167.5,internal_meeting
TR000813,BANK01,EMP42609,2024-06-19,rail,160,0.041,6.6,audit
TR000814,BANK01,EMP31980,2024-03-09,rail,657,0.041,26.9,client_meeting
TR000815,BANK01,EMP27308,2024-04-18,car,557,0.171,95.2,audit
TR000816,BANK01,EMP38492,2024-02-08,rail,248,0.041,10.2,audit
TR000817,BANK01,EMP45773,2024-05-03,air_short,923,0.255,235.4,client_meeting
TR000818,BANK01,EMP24629,2024-09-19,rail,1099,0.041,45.1,training
TR000819,BANK01,EMP34447,2024-08-29,air_short,1437,0.255,366.4,training
TR000820,BANK01,EMP08064,2024-03-22,air_long,7344,0.15,1101.6,conference
TR000821,BANK01,EMP14235,2024-01-30,air_short,1202,0.255,306.5,internal_meeting
TR000822,BANK01,EMP34592,2024-02-28,rail,247,0.041,10.1,conference
TR000823,BANK01,EMP16024,2024-03-12,rail,463,0.041,19.0,conference
TR000824,BANK01,EMP34935,2024-06-11,car,131,0.171,22.4,audit
TR000825,BANK01,EMP17152,2024-02-29,rail,547,0.041,22.4,conference
TR000826,BANK01,EMP36257,2024-10-17,air_short,1228,0.255,313.1,client_meeting
TR000827,BANK01,EMP01220,2024-02-05,air_short,1004,0.255,256.0,conference
TR000828,BANK01,EMP14779,2024-07-22,rail,763,0.041,31.3,internal_meeting
TR000829,BANK01,EMP14112,2024-12-05,air_short,1412,0.255,360.1,conference
TR000830,BANK01,EMP20430,2024-01-03,car,661,0.171,113.0,client_meeting
TR000831,BANK01,EMP46172,2024-04-30,car,134,0.171,22.9,conference
TR000832,BANK01,EMP10271,2024-01-19,air_short,1253,0.255,319.5,training
TR000833,BANK01,EMP13416,2024-12-19,air_long,6017,0.15,902.5,training
TR000834,BANK01,EMP26362,2024-12-29,air_short,723,0.255,184.4,internal_meeting
TR000835,BANK01,EMP37762,2024-05-19,air_long,2058,0.15,308.7,conference
TR000836,BANK01,EMP43617,2024-02-08,car,421,0.171,72.0,training
TR000837,BANK01,EMP38777,2024-07-21,air_short,753,0.255,192.0,conference
TR000838,BANK01,EMP20277,2024-02-17,air_short,606,0.255,154.5,internal_meeting
TR000839,BANK01,EMP15500,2024-10-15,air_short,1159,0.255,295.5,client_meeting
TR000840,BANK01,EMP31492,2024-05-22,air_short,1086,0.255,276.9,internal_meeting
TR000841,BANK01,EMP01274,2024-12-25,air_short,507,0.255,129.3,client_meeting
TR000842,BANK01,EMP09281,2024-12-15,air_short,1431,0.255,364.9,conference
TR000843,BANK01,EMP34047,2024-05-03,air_long,2257,0.15,338.6,client_meeting
TR000844,BANK01,EMP37851,2024-05-10,air_short,1042,0.255,265.7,training
TR000845,BANK01,EMP18847,2024-11-25,car,447,0.171,76.4,internal_meeting
TR000846,BANK01,EMP14000,2024-03-27,air_short,1328,0.255,338.6,client_meeting
TR000847,BANK01,EMP39584,2024-01-04,air_short,1012,0.255,258.1,conference
TR000848,BANK01,EMP02120,2024-08-21,rail,1096,0.041,44.9,training
TR000849,BANK01,EMP31010,2024-11-20,air_short,1484,0.255,378.4,training
TR000850,BANK01,EMP42435,2024-03-22,rail,292,0.041,12.0,internal_meeting
TR000851,BANK01,EMP39591,2024-12-11,rail,681,0.041,27.9,conference
TR000852,BANK01,EMP00666,2024-03-13,air_short,1401,0.255,357.3,client_meeting
TR000853,BANK01,EMP14901,2024-07-15,air_short,1438,0.255,366.7,training
TR000854,BANK01,EMP16550,2024-05-29,air_short,1299,0.255,331.2,internal_meeting
TR000855,BANK01,EMP22094,2024-04-21,rail,996,0.041,40.8,client_meeting
TR000856,BANK01,EMP01005,2024-10-13,car,413,0.171,70.6,client_meeting
TR000857,BANK01,EMP30833,2024-04-10,air_short,337,0.255,85.9,training
TR000858,BANK01,EMP09110,2024-10-30,air_long,2607,0.15,391.1,training
TR000859,BANK01,EMP34126,2024-03-22,air_short,490,0.255,125.0,training
TR000860,BANK01,EMP28221,2024-12-06,air_short,1368,0.255,348.8,training
TR000861,BANK01,EMP00396,2024-08-13,air_long,8348,0.15,1252.2,training
TR000862,BANK01,EMP10972,2024-03-29,air_short,421,0.255,107.4,training
TR000863,BANK01,EMP43151,2024-02-11,air_short,961,0.255,245.1,internal_meeting
TR000864,BANK01,EMP12237,2024-10-06,air_short,491,0.255,125.2,client_meeting
TR000865,BANK01,EMP24247,2024-05-16,car,553,0.171,94.6,client_meeting
TR000866,BANK01,EMP36004,2024-05-17,air_short,806,0.255,205.5,audit
TR000867,BANK01,EMP13381,2024-04-18,air_short,532,0.255,135.7,audit
TR000868,BANK01,EMP27741,2024-11-29,rail,435,0.041,17.8,training
TR000869,BANK01,EMP18671,2024-07-16,air_long,2619,0.15,392.8,training
TR000870,BANK01,EMP36373,2024-07-01,rail,631,0.041,25.9,conference
TR000871,BANK01,EMP03800,2024-12-14,air_short,397,0.255,101.2,client_meeting
TR000872,BANK01,EMP30705,2024-01-08,rail,417,0.041,17.1,audit
TR000873,BANK01,EMP00543,2024-03-14,rail,984,0.041,40.3,audit
TR000874,BANK01,EMP15625,2024-09-27,air_short,985,0.255,251.2,internal_meeting
TR000875,BANK01,EMP12168,2024-12-10,air_short,983,0.255,250.7,audit
TR000876,BANK01,EMP08008,2024-10-15,rail,341,0.041,14.0,audit
TR000877,BANK01,EMP39632,2024-01-22,air_short,1014,0.255,258.6,training
TR000878,BANK01,EMP43958,2024-10-04,air_short,1186,0.255,302.4,internal_meeting
TR000879,BANK01,EMP01217,2024-02-23,rail,1179,0.041,48.3,conference
TR000880,BANK01,EMP09328,2024-12-22,rail,922,0.041,37.8,client_meeting
TR000881,BANK01,EMP00833,2024-09-07,rail,135,0.041,5.5,client_meeting
TR000882,BANK01,EMP19218,2024-06-05,rail,824,0.041,33.8,training
TR000883,BANK01,EMP07626,2024-06-07,car,655,0.171,112.0,internal_meeting
TR000884,BANK01,EMP42174,2024-06-05,air_long,5356,0.15,803.4,internal_meeting
TR000885,BANK01,EMP32463,2024-08-05,air_short,950,0.255,242.2,audit
TR000886,BANK01,EMP24716,2024-04-02,air_short,1245,0.255,317.5,conference
TR000887,BANK01,EMP14966,2024-09-07,air_short,1274,0.255,324.9,client_meeting
TR000888,BANK01,EMP26809,2024-07-26,air_short,461,0.255,117.6,training
TR000889,BANK01,EMP15308,2024-06-06,rail,228,0.041,9.3,internal_meeting
TR000890,BANK01,EMP15118,2024-03-17,air_short,1218,0.255,310.6,audit
TR000891,BANK01,EMP41489,2024-08-08,rail,275,0.041,11.3,client_meeting
TR000892,BANK01,EMP00488,2024-03-22,car,532,0.171,91.0,training
TR000893,BANK01,EMP16408,2024-12-04,air_short,786,0.255,200.4,internal_meeting
TR000894,BANK01,EMP04932,2024-09-26,air_long,1870,0.15,280.5,training
TR000895,BANK01,EMP31559,2024-03-02,air_short,453,0.255,115.5,conference
TR000896,BANK01,EMP07121,2024-05-26,rail,354,0.041,14.5,conference
TR000897,BANK01,EMP16734,2024-08-24,air_long,1706,0.15,255.9,audit
TR000898,BANK01,EMP07933,2024-05-23,air_long,7504,0.15,1125.6,training
TR000899,BANK01,EMP12714,2024-02-02,car,512,0.171,87.6,client_meeting
TR000900,BANK01,EMP11543,2024-07-26,rail,769,0.041,31.5,conference
TR000901,BANK01,EMP17599,2024-04-24,air_short,338,0.255,86.2,audit
TR000902,BANK01,EMP33234,2024-02-23,air_short,555,0.255,141.5,conference
TR000903,BANK01,EMP03096,2024-12-13,air_long,1580,0.15,237.0,training
TR000904,BANK01,EMP08511,2024-05-24,car,737,0.171,126.0,training
TR000905,BANK01,EMP28327,2024-02-03,car,224,0.171,38.3,conference
TR000906,BANK01,EMP28439,2024-04-13,air_short,1073,0.255,273.6,client_meeting
TR000907,BANK01,EMP05596,2024-04-07,air_short,699,0.255,178.2,conference
TR000908,BANK01,EMP00454,2024-06-05,car,582,0.171,99.5,training
TR000909,BANK01,EMP18166,2024-10-17,air_short,769,0.255,196.1,client_meeting
TR000910,BANK01,EMP16717,2024-10-24,rail,1103,0.041,45.2,internal_meeting
TR000911,BANK01,EMP06276,2024-04-14,rail,933,0.041,38.3,internal_meeting
TR000912,BANK01,EMP10576,2024-11-21,car,765,0.171,130.8,conference
TR000913,BANK01,EMP22634,2024-04-16,rail,253,0.041,10.4,audit
TR000914,BANK01,EMP11463,2024-02-15,air_short,1331,0.255,339.4,internal_meeting
TR000915,BANK01,EMP15632,2024-05-05,air_long,4843,0.15,726.4,audit
TR000916,BANK01,EMP26455,2024-01-07,air_short,1269,0.255,323.6,internal_meeting
TR000917,BANK01,EMP10477,2024-07-30,air_long,6397,0.15,959.5,training
TR000918,BANK01,EMP01985,2024-05-07,air_long,1531,0.15,229.7,audit
TR000919,BANK01,EMP34806,2024-09-18,air_short,1284,0.255,327.4,internal_meeting
TR000920,BANK01,EMP37181,2024-04-24,air_long,6429,0.15,964.3,client_meeting
TR000921,BANK01,EMP42353,2024-09-21,rail,476,0.041,19.5,client_meeting
TR000922,BANK01,EMP20756,2024-05-05,air_short,1471,0.255,375.1,conference
TR000923,BANK01,EMP28749,2024-03-26,rail,457,0.041,18.7,training
TR000924,BANK01,EMP28300,2024-12-10,rail,275,0.041,11.3,internal_meeting
TR000925,BANK01,EMP36212,2024-01-16,air_short,406,0.255,103.5,client_meeting
TR000926,BANK01,EMP05548,2024-05-21,rail,1106,0.041,45.3,client_meeting
TR000927,BANK01,EMP19324,2024-08-12,car,311,0.171,53.2,client_meeting
TR000928,BANK01,EMP08400,2024-05-25,car,479,0.171,81.9,audit
TR000929,BANK01,EMP14030,2024-08-17,air_long,4201,0.15,630.1,audit
TR000930,BANK01,EMP14508,2024-03-07,rail,243,0.041,10.0,conference
TR000931,BANK01,EMP40057,2024-11-28,air_long,1707,0.15,256.1,training
TR000932,BANK01,EMP23576,2024-08-30,rail,200,0.041,8.2,training
TR000933,BANK01,EMP14373,2024-07-31,air_short,1145,0.255,292.0,conference
TR000934,BANK01,EMP24349,2024-08-01,car,537,0.171,91.8,client_meeting
TR000935,BANK01,EMP22457,2024-09-03,car,276,0.171,47.2,conference
TR000936,BANK01,EMP36888,2024-03-11,air_long,8784,0.15,1317.6,audit
TR000937,BANK01,EMP04831,2024-10-01,air_short,994,0.255,253.5,audit
TR000938,BANK01,EMP35477,2024-10-16,car,369,0.171,63.1,internal_meeting
TR000939,BANK01,EMP17608,2024-05-16,air_short,1072,0.255,273.4,training
TR000940,BANK01,EMP41972,2024-02-01,air_short,1019,0.255,259.8,internal_meeting
TR000941,BANK01,EMP40492,2024-06-19,air_short,1281,0.255,326.7,audit
TR000942,BANK01,EMP47402,2024-01-02,rail,915,0.041,37.5,internal_meeting
TR000943,BANK01,EMP19121,2024-01-02,air_long,3206,0.15,480.9,internal_meeting
TR000944,BANK01,EMP14017,2024-09-08,car,361,0.171,61.7,training
TR000945,BANK01,EMP47917,2024-07-11,air_short,621,0.255,158.4,training
TR000946,BANK01,EMP06664,2024-11-10,air_short,546,0.255,139.2,audit
TR000947,BANK01,EMP32928,2024-04-15,air_long,8599,0.15,1289.8,audit
TR000948,BANK01,EMP19923,2024-01-17,rail,361,0.041,14.8,internal_meeting
TR000949,BANK01,EMP23526,2024-01-22,rail,695,0.041,28.5,client_meeting
TR000950,BANK01,EMP23914,2024-06-12,car,423,0.171,72.3,conference
TR000951,BANK01,EMP04669,2024-01-06,air_short,1074,0.255,273.9,conference
TR000952,BANK01,EMP03888,2024-06-21,rail,798,0.041,32.7,training
TR000953,BANK01,EMP03329,2024-10-19,air_long,7374,0.15,1106.1,conference
TR000954,BANK01,EMP07631,2024-07-27,air_short,358,0.255,91.3,client_meeting
TR000955,BANK01,EMP26600,2024-01-11,rail,1002,0.041,41.1,internal_meeting
TR000956,BANK01,EMP38658,2024-02-16,air_short,1067,0.255,272.1,audit
TR000957,BANK01,EMP29593,2024-06-17,air_short,736,0.255,187.7,conference
TR000958,BANK01,EMP25199,2024-10-11,air_short,1041,0.255,265.5,internal_meeting
TR000959,BANK01,EMP12738,2024-04-30,air_short,669,0.255,170.6,audit
TR000960,BANK01,EMP26232,2024-07-12,rail,991,0.041,40.6,client_meeting
TR000961,BANK01,EMP33917,2024-10-11,rail,1054,0.041,43.2,client_meeting
TR000962,BANK01,EMP27462,2024-04-24,air_short,892,0.255,227.5,training
TR000963,BANK01,EMP25582,2024-03-02,air_long,4233,0.15,634.9,audit
TR000964,BANK01,EMP10366,2024-12-01,car,218,0.171,37.3,audit
TR000965,BANK01,EMP14120,2024-02-05,air_short,345,0.255,88.0,internal_meeting
TR000966,BANK01,EMP28805,2024-11-06,air_short,704,0.255,179.5,audit
TR000967,BANK01,EMP26285,2024-07-17,rail,479,0.041,19.6,audit
TR000968,BANK01,EMP13746,2024-08-02,air_long,1970,0.15,295.5,training
TR000969,BANK01,EMP04831,2024-11-27,air_long,3122,0.15,468.3,training
TR000970,BANK01,EMP26145,2024-09-05,air_short,407,0.255,103.8,conference
TR000971,BANK01,EMP43020,2024-12-20,air_long,5486,0.15,822.9,internal_meeting
TR000972,BANK01,EMP14295,2024-08-27,rail,884,0.041,36.2,client_meeting
TR000973,BANK01,EMP38183,2024-03-01,rail,772,0.041,31.7,internal_meeting
TR000974,BANK01,EMP01568,2024-03-24,air_short,926,0.255,236.1,audit
TR000975,BANK01,EMP36689,2024-09-27,rail,710,0.041,29.1,internal_meeting
TR000976,BANK01,EMP15437,2024-12-11,air_long,4806,0.15,720.9,conference
TR000977,BANK01,EMP33175,2024-11-05,air_long,7779,0.15,1166.8,audit
TR000978,BANK01,EMP27780,2024-04-28,air_long,5754,0.15,863.1,audit
TR000979,BANK01,EMP38279,2024-01-20,car,381,0.171,65.2,audit
TR000980,BANK01,EMP17067,2024-08-26,air_short,408,0.255,104.0,training
TR000981,BANK01,EMP19672,2024-05-19,air_short,409,0.255,104.3,training
TR000982,BANK01,EMP03992,2024-11-04,rail,943,0.041,38.7,training
TR000983,BANK01,EMP03593,2024-08-21,air_short,634,0.255,161.7,training
TR000984,BANK01,EMP25024,2024-01-04,car,308,0.171,52.7,internal_meeting
TR000985,BANK01,EMP20588,2024-07-30,air_long,6078,0.15,911.7,audit
TR000986,BANK01,EMP42741,2024-11-27,car,623,0.171,106.5,training
TR000987,BANK01,EMP30782,2024-07-02,air_long,5260,0.15,789.0,client_meeting
TR000988,BANK01,EMP41152,2024-03-29,air_short,1479,0.255,377.1,training
TR000989,BANK01,EMP19955,2024-12-12,air_long,8360,0.15,1254.0,conference
TR000990,BANK01,EMP04395,2024-09-22,rail,1081,0.041,44.3,conference
TR000991,BANK01,EMP26946,2024-02-05,air_short,1132,0.255,288.7,conference
TR000992,BANK01,EMP35006,2024-03-02,car,262,0.171,44.8,internal_meeting
TR000993,BANK01,EMP19861,2024-12-16,air_short,705,0.255,179.8,audit
TR000994,BANK01,EMP25986,2024-07-06,air_long,1723,0.15,258.4,training
TR000995,BANK01,EMP25831,2024-06-01,rail,740,0.041,30.3,training
TR000996,BANK01,EMP42588,2024-06-21,car,626,0.171,107.0,training
TR000997,BANK01,EMP11167,2024-01-25,air_short,523,0.255,133.4,audit
TR000998,BANK01,EMP40354,2024-05-07,rail,461,0.041,18.9,training
TR000999,BANK01,EMP44179,2024-10-28,car,74,0.171,12.7,internal_meeting
TR001000,BANK01,EMP01697,2024-05-27,car,379,0.171,64.8,training
TR001001,BANK01,EMP02585,2024-01-20,air_long,6570,0.15,985.5,client_meeting
TR001002,BANK01,EMP08719,2024-06-02,rail,283,0.041,11.6,client_meeting
TR001003,BANK01,EMP33688,2024-12-19,car,384,0.171,65.7,training
TR001004,BANK01,EMP27345,2024-02-17,rail,966,0.041,39.6,internal_meeting
TR001005,BANK01,EMP14825,2024-05-02,air_long,7584,0.15,1137.6,training
TR001006,BANK01,EMP06140,2024-10-09,air_long,8909,0.15,1336.3,training
TR001007,BANK01,EMP05504,2024-07-31,air_short,956,0.255,243.8,internal_meeting
TR001008,BANK01,EMP04282,2024-01-08,car,338,0.171,57.8,internal_meeting
TR001009,BANK01,EMP43803,2024-04-02,air_short,928,0.255,236.6,conference
TR001010,BANK01,EMP28052,2024-07-08,air_long,3236,0.15,485.4,training
TR001011,BANK01,EMP35498,2024-05-23,air_short,430,0.255,109.7,conference
TR001012,BANK01,EMP44229,2024-01-27,air_long,5068,0.15,760.2,client_meeting
TR001013,BANK01,EMP33433,2024-11-04,car,772,0.171,132.0,client_meeting
TR001014,BANK01,EMP22260,2024-11-23,car,267,0.171,45.7,training
TR001015,BANK01,EMP34928,2024-12-08,car,178,0.171,30.4,conference
TR001016,BANK01,EMP16257,2024-09-16,rail,1146,0.041,47.0,training
TR001017,BANK01,EMP16048,2024-05-11,car,124,0.171,21.2,client_meeting
TR001018,BANK01,EMP20795,2024-01-10,air_long,6566,0.15,984.9,training
TR001019,BANK01,EMP17068,2024-01-27,rail,383,0.041,15.7,training
TR001020,BANK01,EMP46689,2024-06-28,rail,651,0.041,26.7,client_meeting
