physical_risk_id,counterparty_id,bank_id,hazard_type,country,acute_risk_score,chronic_risk_score,assessment_horizon,scenario_basis,data_source,hazard_category,exposure_amount_meur,high_risk_flag,financial_impact_meur,portfolio_pct,nace_code
PR000399,CP00199,BANK03,wildfire,LU,2,4,2050,RCP_4.5,ECB_climate_indicators,acute,1367.47,True,78.79,5.677,F41
PR000400,CP00200,BANK03,windstorm,BE,3,1,2050,RCP_8.5,ECB_climate_indicators,acute,4.9,False,0.34,0.02,N78
PR000401,CP00200,BANK03,drought,BE,3,5,2050,RCP_8.5,ECB_climate_indicators,chronic,4.9,True,0.19,0.02,N78
PR000402,CP00200,BANK03,heatwave,BE,1,1,2050,RCP_2.6,ECB_climate_indicators,acute,4.9,False,0.15,0.02,N78
PR000403,CP00201,BANK03,windstorm,PT,1,5,2030,RCP_2.6,ECB_climate_indicators,acute,1.54,True,0.07,0.006,P85
PR000404,CP00202,BANK03,drought,DE,3,1,2050,RCP_8.5,ECB_climate_indicators,chronic,514.18,False,36.53,2.135,I55
PR000405,CP00202,BANK03,heatwave,DE,3,5,2050,RCP_4.5,ECB_climate_indicators,acute,514.18,True,17.86,2.135,I55
PR000406,CP00203,BANK03,drought,PT,3,3,2050,RCP_2.6,ECB_climate_indicators,chronic,47.71,False,2.9,0.198,C11
PR000407,CP00203,BANK03,windstorm,PT,3,4,2050,RCP_4.5,ECB_climate_indicators,acute,47.71,True,2.35,0.198,C11
PR000408,CP00203,BANK03,wildfire,PT,5,2,2050,RCP_2.6,ECB_climate_indicators,acute,47.71,True,2.03,0.198,C11
PR000409,CP00204,BANK03,sea_level_rise,FR,4,4,2030,RCP_2.6,ECB_climate_indicators,chronic,966.12,True,78.29,4.011,C28
PR000410,CP00204,BANK03,windstorm,FR,4,2,2030,RCP_4.5,ECB_climate_indicators,acute,966.12,True,63.09,4.011,C28
PR000411,CP00204,BANK03,drought,FR,4,1,2030,RCP_2.6,ECB_climate_indicators,chronic,966.12,True,62.2,4.011,C28
PR000412,CP00205,BANK03,flood,NL,3,4,2030,RCP_4.5,ECB_climate_indicators,acute,633.57,True,88.47,2.63,Q87
PR000413,CP00206,BANK03,drought,IE,5,2,2050,RCP_8.5,ECB_climate_indicators,chronic,1.68,True,0.1,0.007,A02
PR000414,CP00206,BANK03,sea_level_rise,IE,3,4,2030,RCP_2.6,ECB_climate_indicators,chronic,1.68,True,0.1,0.007,A02
PR000415,CP00206,BANK03,windstorm,IE,2,4,2050,RCP_2.6,ECB_climate_indicators,acute,1.68,True,0.11,0.007,A02
PR000416,CP00207,BANK03,heatwave,DE,3,4,2030,RCP_4.5,ECB_climate_indicators,acute,7.07,True,0.27,0.029,C25
PR000417,CP00207,BANK03,flood,DE,2,3,2030,RCP_2.6,ECB_climate_indicators,acute,7.07,False,0.62,0.029,C25
PR000418,CP00208,BANK03,flood,IE,3,3,2050,RCP_2.6,ECB_climate_indicators,acute,78.18,False,8.84,0.325,F42
PR000419,CP00209,BANK03,drought,NL,5,5,2030,RCP_8.5,ECB_climate_indicators,chronic,214.29,True,13.34,0.89,C13
PR000420,CP00209,BANK03,flood,NL,2,4,2030,RCP_2.6,ECB_climate_indicators,acute,214.29,True,19.87,0.89,C13
PR000421,CP00210,BANK03,sea_level_rise,PL,4,3,2050,RCP_8.5,ECB_climate_indicators,chronic,5.25,True,0.46,0.022,F42
PR000422,CP00211,BANK03,wildfire,DE,4,3,2050,RCP_2.6,ECB_climate_indicators,acute,99.57,True,8.14,0.413,E38
PR000423,CP00211,BANK03,flood,DE,3,2,2030,RCP_2.6,ECB_climate_indicators,acute,99.57,False,11.73,0.413,E38
PR000424,CP00212,BANK03,windstorm,DE,2,2,2050,RCP_2.6,ECB_climate_indicators,acute,20.63,False,0.69,0.086,I56
PR000425,CP00212,BANK03,drought,DE,1,2,2050,RCP_4.5,ECB_climate_indicators,chronic,20.63,False,1.59,0.086,I56
PR000426,CP00213,BANK03,windstorm,IT,3,4,2030,RCP_2.6,ECB_climate_indicators,acute,175.28,True,6.15,0.728,J58
PR000427,CP00213,BANK03,sea_level_rise,IT,2,2,2030,RCP_2.6,ECB_climate_indicators,chronic,175.28,False,21.02,0.728,J58
PR000428,CP00213,BANK03,drought,IT,4,5,2050,RCP_8.5,ECB_climate_indicators,chronic,175.28,True,8.41,0.728,J58
PR000429,CP00214,BANK03,sea_level_rise,BE,2,2,2050,RCP_2.6,ECB_climate_indicators,chronic,1126.91,False,94.57,4.678,C20
PR000430,CP00214,BANK03,drought,BE,3,1,2030,RCP_2.6,ECB_climate_indicators,chronic,1126.91,False,37.98,4.678,C20
PR000431,CP00214,BANK03,windstorm,BE,5,5,2030,RCP_8.5,ECB_climate_indicators,acute,1126.91,True,75.21,4.678,C20
PR000432,CP00215,BANK03,windstorm,ES,3,5,2030,RCP_4.5,ECB_climate_indicators,acute,849.02,True,48.99,3.525,M70
PR000433,CP00215,BANK03,sea_level_rise,ES,1,4,2050,RCP_4.5,ECB_climate_indicators,chronic,849.02,True,77.7,3.525,M70
PR000434,CP00216,BANK03,drought,DE,4,3,2030,RCP_2.6,ECB_climate_indicators,chronic,40.82,True,1.66,0.169,E38
PR000435,CP00216,BANK03,flood,DE,1,3,2030,RCP_2.6,ECB_climate_indicators,acute,40.82,False,5.64,0.169,E38
PR000436,CP00216,BANK03,sea_level_rise,DE,2,2,2050,RCP_8.5,ECB_climate_indicators,chronic,40.82,False,4.27,0.169,E38
PR000437,CP00217,BANK03,drought,BE,4,3,2030,RCP_8.5,ECB_climate_indicators,chronic,38.18,True,1.29,0.158,Q86
PR000438,CP00218,BANK03,windstorm,DE,3,3,2030,RCP_2.6,ECB_climate_indicators,acute,685.55,False,24.21,2.846,C19
PR000439,CP00218,BANK03,flood,DE,3,3,2030,RCP_2.6,ECB_climate_indicators,acute,685.55,False,94.83,2.846,C19
PR000440,CP00218,BANK03,drought,DE,4,2,2030,RCP_8.5,ECB_climate_indicators,chronic,685.55,True,21.22,2.846,C19
PR000441,CP00219,BANK03,flood,NL,1,2,2030,RCP_8.5,ECB_climate_indicators,acute,152.12,False,12.21,0.631,Q86
PR000442,CP00219,BANK03,windstorm,NL,3,1,2050,RCP_2.6,ECB_climate_indicators,acute,152.12,False,4.57,0.631,Q86
PR000443,CP00220,BANK03,sea_level_rise,LU,3,4,2030,RCP_8.5,ECB_climate_indicators,chronic,1.35,True,0.11,0.006,E38
PR000444,CP00220,BANK03,wildfire,LU,2,1,2030,RCP_4.5,ECB_climate_indicators,acute,1.35,False,0.12,0.006,E38
PR000445,CP00220,BANK03,drought,LU,3,2,2050,RCP_8.5,ECB_climate_indicators,chronic,1.35,False,0.09,0.006,E38
PR000446,CP00221,BANK04,wildfire,NL,2,4,2050,RCP_4.5,ECB_climate_indicators,acute,4.82,True,0.36,0.054,G46
PR000447,CP00221,BANK04,heatwave,NL,2,4,2030,RCP_8.5,ECB_climate_indicators,acute,4.82,True,0.15,0.054,G46
PR000448,CP00221,BANK04,windstorm,NL,2,1,2030,RCP_2.6,ECB_climate_indicators,acute,4.82,False,0.26,0.054,G46
PR000449,CP00222,BANK04,heatwave,IT,1,5,2050,RCP_4.5,ECB_climate_indicators,acute,67.72,True,1.59,0.762,N78
PR000450,CP00222,BANK04,sea_level_rise,IT,1,4,2030,RCP_2.6,ECB_climate_indicators,chronic,67.72,True,3.62,0.762,N78
PR000451,CP00222,BANK04,wildfire,IT,2,4,2030,RCP_8.5,ECB_climate_indicators,acute,67.72,True,4.35,0.762,N78
PR000452,CP00223,BANK04,heatwave,PT,3,3,2050,RCP_8.5,ECB_climate_indicators,acute,2004.13,False,96.39,22.542,M71
PR000453,CP00223,BANK04,drought,PT,1,2,2030,RCP_8.5,ECB_climate_indicators,chronic,2004.13,False,93.35,22.542,M71
PR000454,CP00224,BANK04,heatwave,NL,2,3,2030,RCP_4.5,ECB_climate_indicators,acute,165.1,False,3.7,1.857,J63
PR000455,CP00224,BANK04,flood,NL,3,3,2030,RCP_8.5,ECB_climate_indicators,acute,165.1,False,21.05,1.857,J63
PR000456,CP00224,BANK04,sea_level_rise,NL,4,3,2030,RCP_2.6,ECB_climate_indicators,chronic,165.1,True,18.1,1.857,J63
PR000457,CP00225,BANK04,heatwave,IT,1,3,2030,RCP_4.5,ECB_climate_indicators,acute,26.4,False,0.79,0.297,L68
PR000458,CP00225,BANK04,flood,IT,2,2,2030,RCP_8.5,ECB_climate_indicators,acute,26.4,False,2.54,0.297,L68
PR000459,CP00226,BANK04,drought,BE,4,3,2030,RCP_2.6,ECB_climate_indicators,chronic,1.31,True,0.1,0.015,E36
PR000460,CP00226,BANK04,wildfire,BE,2,2,2050,RCP_4.5,ECB_climate_indicators,acute,1.31,False,0.09,0.015,E36
PR000461,CP00227,BANK04,flood,NL,1,1,2050,RCP_8.5,ECB_climate_indicators,acute,33.72,False,4.18,0.379,C27
PR000462,CP00227,BANK04,heatwave,NL,5,3,2030,RCP_2.6,ECB_climate_indicators,acute,33.72,True,1.36,0.379,C27
PR000463,CP00227,BANK04,wildfire,NL,2,3,2050,RCP_4.5,ECB_climate_indicators,acute,33.72,False,2.1,0.379,C27
PR000464,CP00228,BANK04,flood,AT,3,5,2030,RCP_4.5,ECB_climate_indicators,acute,310.52,True,29.08,3.493,G46
PR000465,CP00228,BANK04,drought,AT,3,2,2030,RCP_2.6,ECB_climate_indicators,chronic,310.52,False,23.36,3.493,G46
PR000466,CP00229,BANK04,sea_level_rise,AT,3,3,2050,RCP_8.5,ECB_climate_indicators,chronic,2.94,False,0.33,0.033,E36
PR000467,CP00230,BANK04,flood,ES,2,5,2030,RCP_4.5,ECB_climate_indicators,acute,54.64,True,6.89,0.615,K65
PR000468,CP00230,BANK04,sea_level_rise,ES,4,2,2030,RCP_4.5,ECB_climate_indicators,chronic,54.64,True,5.33,0.615,K65
PR000469,CP00231,BANK04,heatwave,IT,4,4,2050,RCP_2.6,ECB_climate_indicators,acute,0.99,True,0.02,0.011,J62
PR000470,CP00232,BANK04,wildfire,BE,3,4,2030,RCP_8.5,ECB_climate_indicators,acute,7.35,True,0.33,0.083,J62
PR000471,CP00232,BANK04,drought,BE,2,3,2030,RCP_8.5,ECB_climate_indicators,chronic,7.35,False,0.54,0.083,J62
PR000472,CP00233,BANK04,flood,FR,5,1,2050,RCP_2.6,ECB_climate_indicators,acute,1060.43,True,136.49,11.928,C22
PR000473,CP00233,BANK04,drought,FR,2,2,2050,RCP_4.5,ECB_climate_indicators,chronic,1060.43,False,60.95,11.928,C22
PR000474,CP00234,BANK04,heatwave,DE,5,2,2030,RCP_8.5,ECB_climate_indicators,acute,97.24,True,2.26,1.094,G45
PR000475,CP00235,BANK04,drought,NL,3,3,2050,RCP_8.5,ECB_climate_indicators,chronic,86.76,False,4.52,0.976,H49
PR000476,CP00235,BANK04,flood,NL,2,3,2050,RCP_8.5,ECB_climate_indicators,acute,86.76,False,9.23,0.976,H49
PR000477,CP00236,BANK04,drought,DE,4,4,2030,RCP_8.5,ECB_climate_indicators,chronic,1064.46,True,73.32,11.973,C13
PR000478,CP00237,BANK04,windstorm,BE,2,3,2030,RCP_2.6,ECB_climate_indicators,acute,6.73,False,0.36,0.076,G47
PR000479,CP00238,BANK04,drought,LU,3,2,2030,RCP_2.6,ECB_climate_indicators,chronic,69.77,False,5.11,0.785,E38
PR000480,CP00238,BANK04,heatwave,LU,3,4,2050,RCP_4.5,ECB_climate_indicators,acute,69.77,True,1.92,0.785,E38
PR000481,CP00238,BANK04,flood,LU,1,5,2050,RCP_2.6,ECB_climate_indicators,acute,69.77,True,8.09,0.785,E38
PR000482,CP00239,BANK04,flood,PT,1,2,2030,RCP_2.6,ECB_climate_indicators,acute,5.01,False,0.63,0.056,C27
PR000483,CP00239,BANK04,heatwave,PT,3,1,2030,RCP_2.6,ECB_climate_indicators,acute,5.01,False,0.17,0.056,C27
PR000484,CP00240,BANK04,heatwave,FI,4,5,2030,RCP_4.5,ECB_climate_indicators,acute,227.0,True,9.8,2.553,C27
PR000485,CP00240,BANK04,windstorm,FI,3,3,2030,RCP_8.5,ECB_climate_indicators,acute,227.0,False,11.89,2.553,C27
PR000486,CP00240,BANK04,flood,FI,4,4,2030,RCP_4.5,ECB_climate_indicators,acute,227.0,True,19.89,2.553,C27
PR000487,CP00241,BANK04,flood,DE,3,4,2030,RCP_2.6,ECB_climate_indicators,acute,150.0,True,17.68,1.687,J62
PR000488,CP00242,BANK04,drought,PL,4,1,2050,RCP_2.6,ECB_climate_indicators,chronic,103.26,True,4.25,1.161,G46
PR000489,CP00243,BANK04,sea_level_rise,NL,4,3,2050,RCP_2.6,ECB_climate_indicators,chronic,213.69,True,12.35,2.404,F42
PR000490,CP00243,BANK04,windstorm,NL,2,5,2030,RCP_4.5,ECB_climate_indicators,acute,213.69,True,8.82,2.404,F42
PR000491,CP00243,BANK04,drought,NL,1,2,2050,RCP_8.5,ECB_climate_indicators,chronic,213.69,False,10.52,2.404,F42
PR000492,CP00244,BANK04,sea_level_rise,ES,3,1,2050,RCP_8.5,ECB_climate_indicators,chronic,61.13,False,5.51,0.688,K65
PR000493,CP00244,BANK04,flood,ES,3,3,2050,RCP_2.6,ECB_climate_indicators,acute,61.13,False,7.27,0.688,K65
PR000494,CP00245,BANK04,drought,BE,3,3,2050,RCP_2.6,ECB_climate_indicators,chronic,105.1,False,4.09,1.182,J63
PR000495,CP00245,BANK04,windstorm,BE,2,4,2030,RCP_2.6,ECB_climate_indicators,acute,105.1,True,5.89,1.182,J63
PR000496,CP00245,BANK04,flood,BE,5,2,2050,RCP_2.6,ECB_climate_indicators,acute,105.1,True,12.31,1.182,J63
PR000497,CP00246,BANK04,flood,ES,4,3,2050,RCP_4.5,ECB_climate_indicators,acute,120.91,True,10.39,1.36,J58
PR000498,CP00247,BANK04,windstorm,IT,4,3,2050,RCP_2.6,ECB_climate_indicators,acute,78.99,True,4.63,0.888,J62
PR000499,CP00247,BANK04,wildfire,IT,3,2,2050,RCP_2.6,ECB_climate_indicators,acute,78.99,False,5.41,0.888,J62
PR000500,CP00247,BANK04,flood,IT,2,4,2050,RCP_4.5,ECB_climate_indicators,acute,78.99,True,10.97,0.888,J62
PR000501,CP00248,BANK04,flood,BE,3,3,2030,RCP_4.5,ECB_climate_indicators,acute,997.99,False,96.61,11.225,I56
PR000502,CP00249,BANK04,flood,NL,4,3,2050,RCP_8.5,ECB_climate_indicators,acute,780.42,True,114.36,8.778,J58
PR000503,CP00250,BANK04,heatwave,FR,2,4,2050,RCP_4.5,ECB_climate_indicators,acute,349.78,True,16.3,3.934,J63
PR000504,CP00250,BANK04,flood,FR,3,3,2030,RCP_8.5,ECB_climate_indicators,acute,349.78,False,29.56,3.934,J63
PR000505,CP00251,BANK04,drought,FI,2,4,2050,RCP_4.5,ECB_climate_indicators,chronic,41.88,True,2.87,0.471,C28
PR000506,CP00251,BANK04,heatwave,FI,2,3,2030,RCP_8.5,ECB_climate_indicators,acute,41.88,False,1.77,0.471,C28
PR000507,CP00251,BANK04,wildfire,FI,3,3,2030,RCP_4.5,ECB_climate_indicators,acute,41.88,False,2.46,0.471,C28
PR000508,CP00252,BANK04,heatwave,DE,2,3,2030,RCP_2.6,ECB_climate_indicators,acute,393.81,False,19.68,4.43,K65
PR000509,CP00253,BANK04,flood,IT,1,3,2050,RCP_4.5,ECB_climate_indicators,acute,9.91,False,0.87,0.111,E38
PR000510,CP00253,BANK04,drought,IT,4,2,2030,RCP_2.6,ECB_climate_indicators,chronic,9.91,True,0.32,0.111,E38
PR000511,CP00253,BANK04,heatwave,IT,3,3,2050,RCP_8.5,ECB_climate_indicators,acute,9.91,False,0.3,0.111,E38
PR000512,CP00254,BANK04,flood,DE,3,4,2030,RCP_4.5,ECB_climate_indicators,acute,71.37,True,8.57,0.803,L68
PR000513,CP00254,BANK04,drought,DE,1,2,2050,RCP_4.5,ECB_climate_indicators,chronic,71.37,False,4.57,0.803,L68
PR000514,CP00254,BANK04,wildfire,DE,1,3,2050,RCP_8.5,ECB_climate_indicators,acute,71.37,False,6.23,0.803,L68
PR000515,CP00255,BANK04,heatwave,FR,3,3,2050,RCP_2.6,ECB_climate_indicators,acute,115.3,False,5.11,1.297,L68
PR000516,CP00256,BANK05,flood,DE,3,4,2050,RCP_2.6,ECB_climate_indicators,acute,89.84,True,10.96,0.918,B06
PR000517,CP00256,BANK05,windstorm,DE,5,2,2050,RCP_4.5,ECB_climate_indicators,acute,89.84,True,4.15,0.918,B06
PR000518,CP00256,BANK05,drought,DE,1,2,2050,RCP_8.5,ECB_climate_indicators,chronic,89.84,False,6.09,0.918,B06
PR000519,CP00257,BANK05,wildfire,IT,3,1,2050,RCP_4.5,ECB_climate_indicators,acute,69.93,False,3.56,0.715,E38
PR000520,CP00257,BANK05,drought,IT,2,3,2030,RCP_2.6,ECB_climate_indicators,chronic,69.93,False,4.25,0.715,E38
PR000521,CP00257,BANK05,heatwave,IT,3,5,2050,RCP_8.5,ECB_climate_indicators,acute,69.93,True,2.22,0.715,E38
PR000522,CP00258,BANK05,windstorm,IT,2,2,2050,RCP_8.5,ECB_climate_indicators,acute,8.68,False,0.36,0.089,C29
PR000523,CP00258,BANK05,wildfire,IT,3,5,2030,RCP_2.6,ECB_climate_indicators,acute,8.68,True,0.86,0.089,C29
PR000524,CP00258,BANK05,flood,IT,2,2,2030,RCP_4.5,ECB_climate_indicators,acute,8.68,False,1.04,0.089,C29
PR000525,CP00259,BANK05,flood,LU,3,3,2030,RCP_8.5,ECB_climate_indicators,acute,5.9,False,0.5,0.06,Q87
PR000526,CP00259,BANK05,drought,LU,5,4,2050,RCP_4.5,ECB_climate_indicators,chronic,5.9,True,0.43,0.06,Q87
PR000527,CP00260,BANK05,flood,IT,2,5,2050,RCP_2.6,ECB_climate_indicators,acute,1.7,True,0.23,0.017,C23
PR000528,CP00261,BANK05,sea_level_rise,FR,1,4,2050,RCP_8.5,ECB_climate_indicators,chronic,9.22,True,0.96,0.094,H51
PR000529,CP00261,BANK05,windstorm,FR,3,2,2050,RCP_4.5,ECB_climate_indicators,acute,9.22,False,0.57,0.094,H51
PR000530,CP00261,BANK05,wildfire,FR,2,2,2030,RCP_8.5,ECB_climate_indicators,acute,9.22,False,0.76,0.094,H51
PR000531,CP00262,BANK05,flood,ES,5,3,2050,RCP_4.5,ECB_climate_indicators,acute,153.24,True,19.03,1.566,H50
PR000532,CP00262,BANK05,heatwave,ES,3,3,2050,RCP_2.6,ECB_climate_indicators,acute,153.24,False,4.7,1.566,H50
PR000533,CP00263,BANK05,drought,IE,5,3,2050,RCP_2.6,ECB_climate_indicators,chronic,8.09,True,0.46,0.083,C20
PR000534,CP00263,BANK05,sea_level_rise,IE,2,2,2030,RCP_4.5,ECB_climate_indicators,chronic,8.09,False,0.58,0.083,C20
PR000535,CP00264,BANK05,heatwave,BE,1,3,2050,RCP_2.6,ECB_climate_indicators,acute,133.75,False,4.84,1.367,B07
PR000536,CP00264,BANK05,flood,BE,1,2,2030,RCP_8.5,ECB_climate_indicators,acute,133.75,False,19.82,1.367,B07
PR000537,CP00264,BANK05,sea_level_rise,BE,1,2,2030,RCP_4.5,ECB_climate_indicators,chronic,133.75,False,14.33,1.367,B07
PR000538,CP00265,BANK05,windstorm,BE,3,4,2030,RCP_8.5,ECB_climate_indicators,acute,7.56,True,0.42,0.077,C24
PR000539,CP00265,BANK05,wildfire,BE,3,2,2030,RCP_2.6,ECB_climate_indicators,acute,7.56,False,0.59,0.077,C24
PR000540,CP00266,BANK05,drought,IE,4,2,2050,RCP_8.5,ECB_climate_indicators,chronic,17.4,True,0.91,0.178,F43
PR000541,CP00266,BANK05,flood,IE,2,1,2050,RCP_8.5,ECB_climate_indicators,acute,17.4,False,2.52,0.178,F43
PR000542,CP00266,BANK05,sea_level_rise,IE,2,3,2050,RCP_8.5,ECB_climate_indicators,chronic,17.4,False,1.1,0.178,F43
PR000543,CP00267,BANK05,sea_level_rise,FI,4,1,2050,RCP_4.5,ECB_climate_indicators,chronic,16.91,True,1.63,0.173,H50
PR000544,CP00268,BANK05,wildfire,ES,1,4,2050,RCP_8.5,ECB_climate_indicators,acute,10.02,True,0.41,0.102,Q86
PR000545,CP00269,BANK05,wildfire,FR,2,2,2050,RCP_4.5,ECB_climate_indicators,acute,11.92,False,0.96,0.122,C24
PR000546,CP00269,BANK05,flood,FR,3,5,2030,RCP_2.6,ECB_climate_indicators,acute,11.92,True,1.58,0.122,C24
PR000547,CP00270,BANK05,drought,BE,5,4,2030,RCP_4.5,ECB_climate_indicators,chronic,1696.78,True,105.58,17.343,C17
PR000548,CP00270,BANK05,flood,BE,1,4,2030,RCP_4.5,ECB_climate_indicators,acute,1696.78,True,228.23,17.343,C17
PR000549,CP00271,BANK05,sea_level_rise,DE,1,3,2030,RCP_2.6,ECB_climate_indicators,chronic,2.08,False,0.2,0.021,C11
PR000550,CP00271,BANK05,heatwave,DE,1,4,2030,RCP_2.6,ECB_climate_indicators,acute,2.08,True,0.1,0.021,C11
PR000551,CP00271,BANK05,flood,DE,2,1,2030,RCP_4.5,ECB_climate_indicators,acute,2.08,False,0.27,0.021,C11
PR000552,CP00272,BANK05,sea_level_rise,FR,3,4,2050,RCP_8.5,ECB_climate_indicators,chronic,98.68,True,5.52,1.009,J63
PR000553,CP00272,BANK05,flood,FR,1,2,2030,RCP_2.6,ECB_climate_indicators,acute,98.68,False,10.67,1.009,J63
PR000554,CP00272,BANK05,wildfire,FR,5,2,2050,RCP_4.5,ECB_climate_indicators,acute,98.68,True,7.3,1.009,J63
PR000555,CP00273,BANK05,windstorm,FI,5,3,2050,RCP_2.6,ECB_climate_indicators,acute,1124.84,True,70.9,11.497,H52
PR000556,CP00273,BANK05,drought,FI,2,3,2050,RCP_4.5,ECB_climate_indicators,chronic,1124.84,False,88.43,11.497,H52
PR000557,CP00273,BANK05,sea_level_rise,FI,3,3,2050,RCP_4.5,ECB_climate_indicators,chronic,1124.84,False,119.4,11.497,H52
PR000558,CP00274,BANK05,drought,PL,2,2,2030,RCP_2.6,ECB_climate_indicators,chronic,16.49,False,0.86,0.169,C17
PR000559,CP00275,BANK05,windstorm,BE,1,3,2050,RCP_8.5,ECB_climate_indicators,acute,543.35,False,21.84,5.554,I56
PR000560,CP00276,BANK05,heatwave,PT,2,3,2050,RCP_2.6,ECB_climate_indicators,acute,520.51,False,21.42,5.32,H51
PR000561,CP00276,BANK05,windstorm,PT,3,4,2030,RCP_2.6,ECB_climate_indicators,acute,520.51,True,36.13,5.32,H51
PR000562,CP00277,BANK05,sea_level_rise,FR,1,1,2030,RCP_2.6,ECB_climate_indicators,chronic,6.92,False,0.35,0.071,A01
PR000563,CP00277,BANK05,flood,FR,3,2,2050,RCP_8.5,ECB_climate_indicators,acute,6.92,False,0.59,0.071,A01
PR000564,CP00277,BANK05,wildfire,FR,3,2,2050,RCP_8.5,ECB_climate_indicators,acute,6.92,False,0.43,0.071,A01
PR000565,CP00278,BANK05,wildfire,DE,2,3,2050,RCP_8.5,ECB_climate_indicators,acute,17.99,False,1.62,0.184,C11
PR000566,CP00278,BANK05,flood,DE,2,1,2030,RCP_8.5,ECB_climate_indicators,acute,17.99,False,1.44,0.184,C11
PR000567,CP00278,BANK05,windstorm,DE,2,3,2050,RCP_2.6,ECB_climate_indicators,acute,17.99,False,1.24,0.184,C11
PR000568,CP00279,BANK05,windstorm,BE,1,2,2030,RCP_4.5,ECB_climate_indicators,acute,80.09,False,2.68,0.819,C17
PR000569,CP00279,BANK05,wildfire,BE,2,2,2030,RCP_2.6,ECB_climate_indicators,acute,80.09,False,5.76,0.819,C17
PR000570,CP00280,BANK05,windstorm,DE,3,4,2050,RCP_4.5,ECB_climate_indicators,acute,13.3,True,0.56,0.136,C27
PR000571,CP00281,BANK05,flood,DE,3,2,2030,RCP_8.5,ECB_climate_indicators,acute,9.55,False,1.38,0.098,C19
PR000572,CP00281,BANK05,windstorm,DE,5,5,2030,RCP_4.5,ECB_climate_indicators,acute,9.55,True,0.6,0.098,C19
PR000573,CP00282,BANK05,sea_level_rise,DE,2,3,2050,RCP_2.6,ECB_climate_indicators,chronic,3213.65,False,329.32,32.848,C30
PR000574,CP00283,BANK05,flood,ES,4,3,2050,RCP_2.6,ECB_climate_indicators,acute,1.89,True,0.27,0.019,H50
PR000575,CP00283,BANK05,sea_level_rise,ES,1,5,2050,RCP_4.5,ECB_climate_indicators,chronic,1.89,True,0.14,0.019,H50
PR000576,CP00284,BANK05,flood,PL,2,3,2050,RCP_8.5,ECB_climate_indicators,acute,5.04,False,0.57,0.052,C29
PR000577,CP00284,BANK05,sea_level_rise,PL,2,4,2050,RCP_8.5,ECB_climate_indicators,chronic,5.04,True,0.42,0.052,C29
PR000578,CP00285,BANK05,sea_level_rise,FR,2,3,2030,RCP_2.6,ECB_climate_indicators,chronic,142.74,False,11.07,1.459,A02
PR000579,CP00285,BANK05,drought,FR,2,1,2030,RCP_8.5,ECB_climate_indicators,chronic,142.74,False,7.85,1.459,A02
PR000580,CP00285,BANK05,windstorm,FR,2,2,2030,RCP_4.5,ECB_climate_indicators,acute,142.74,False,9.57,1.459,A02
PR000581,CP00286,BANK05,windstorm,DE,1,1,2050,RCP_2.6,ECB_climate_indicators,acute,165.95,False,5.37,1.696,C20
PR000582,CP00287,BANK05,windstorm,PL,1,2,2030,RCP_4.5,ECB_climate_indicators,acute,38.02,False,1.36,0.389,E36
PR000583,CP00287,BANK05,wildfire,PL,1,2,2050,RCP_2.6,ECB_climate_indicators,acute,38.02,False,1.7,0.389,E36
PR000584,CP00287,BANK05,heatwave,PL,2,2,2030,RCP_4.5,ECB_climate_indicators,acute,38.02,False,1.5,0.389,E36
PR000585,CP00288,BANK05,windstorm,IE,3,3,2050,RCP_4.5,ECB_climate_indicators,acute,34.19,False,1.83,0.349,A02
PR000586,CP00289,BANK05,sea_level_rise,FI,2,3,2030,RCP_4.5,ECB_climate_indicators,chronic,18.06,False,1.09,0.185,H50
PR000587,CP00289,BANK05,drought,FI,1,1,2050,RCP_2.6,ECB_climate_indicators,chronic,18.06,False,1.22,0.185,H50
PR000588,CP00289,BANK05,heatwave,FI,2,1,2030,RCP_4.5,ECB_climate_indicators,acute,18.06,False,0.69,0.185,H50
PR000589,CP00290,BANK05,flood,NL,3,3,2050,RCP_2.6,ECB_climate_indicators,acute,19.19,False,2.32,0.196,Q86
PR000590,CP00290,BANK05,sea_level_rise,NL,3,4,2050,RCP_2.6,ECB_climate_indicators,chronic,19.19,True,1.8,0.196,Q86
PR000591,CP00290,BANK05,drought,NL,2,2,2030,RCP_4.5,ECB_climate_indicators,chronic,19.19,False,0.66,0.196,Q86
PR000592,CP00291,BANK05,windstorm,FI,3,2,2050,RCP_2.6,ECB_climate_indicators,acute,2.96,False,0.12,0.03,C19
PR000593,CP00291,BANK05,sea_level_rise,FI,5,2,2030,RCP_4.5,ECB_climate_indicators,chronic,2.96,True,0.34,0.03,C19
PR000594,CP00292,BANK05,sea_level_rise,IT,3,4,2030,RCP_2.6,ECB_climate_indicators,chronic,737.96,True,38.92,7.543,B06
PR000595,CP00293,BANK05,sea_level_rise,FR,3,3,2050,RCP_8.5,ECB_climate_indicators,chronic,229.94,False,16.62,2.35,C20
PR000596,CP00293,BANK05,wildfire,FR,1,5,2050,RCP_8.5,ECB_climate_indicators,acute,229.94,True,21.28,2.35,C20
PR000597,CP00293,BANK05,drought,FR,2,4,2030,RCP_8.5,ECB_climate_indicators,chronic,229.94,True,15.34,2.35,C20
PR000598,CP00294,BANK05,drought,AT,2,3,2050,RCP_8.5,ECB_climate_indicators,chronic,4.24,False,0.31,0.043,H52
