requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,mapping_method,appendix,clause_index,clause_marker,clause_level,clause_path,is_leaf_requirement,requirement_label,requirement_text,clean_requirement_text,parent_context,source_paragraph_text,obligation_type,mandatory,generation_bucket,evidence_tags,banking_relevance,paragraph_quality_score,paragraph_quality_issues,requirement_quality_score,requirement_quality_issues
IFRS_S2_16_C04,IFRS S2,16,10,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,4,(i),2,(c)>(i),True,"Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects…","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: — (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: — (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration:","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how climate-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the climate-related risks and opportunities identified in paragraph 16(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).",mandatory,True,must_disclose_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_16_C05,IFRS S2,16,10,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,5,(ii),2,(c)>(ii),True,"Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects…","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: — (ii) its planned sources of funding to implement its strategy","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: — (ii) its planned sources of funding to implement its strategy","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration:","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how climate-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the climate-related risks and opportunities identified in paragraph 16(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).",mandatory,True,must_disclose_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_16_C06,IFRS S2,16,10,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,6,(d),1,(d),True,"Specifically, an entity shall disclose quantitative and qualitative information about — (d) how the entity expects…","Specifically, an entity shall disclose quantitative and qualitative information about — (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).","Specifically, an entity shall disclose quantitative and qualitative information about — (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).","Specifically, an entity shall disclose quantitative and qualitative information about","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how climate-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the climate-related risks and opportunities identified in paragraph 16(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).",mandatory,True,must_disclose_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_17_C01,IFRS S2,17,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,1,,0,,True,"In providing quantitative information, an entity may disclose a single amount or a range.","In providing quantitative information, an entity may disclose a single amount or a range.","In providing quantitative information, an entity may disclose a single amount or a range.",,"In providing quantitative information, an entity may disclose a single amount or a range.",relief_or_optional,False,optional_relief_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_18_C01,IFRS S2,18,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,1,(a),1,(a),True,"In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity…","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall — (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall — (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort; and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",mandatory,True,must_disclose_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_18_C02,IFRS S2,18,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,2,(b),1,(b),True,"In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity…","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall — (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall — (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort; and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",mandatory,True,must_disclose_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_19_C01,IFRS S2,19,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,1,(a),1,(a),True,An entity need not provide quantitative information about the current or anticipated financial effects of a…,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that — (a) those effects are not separately identifiable,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that — (a) those effects are not separately identifiable,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that: (a) those effects are not separately identifiable; or (b) the level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful.,relief_or_optional,False,optional_relief_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_19_C02,IFRS S2,19,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,2,(b),1,(b),True,An entity need not provide quantitative information about the current or anticipated financial effects of a…,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that — (b) the level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful.,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that — (b) the level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful.,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that: (a) those effects are not separately identifiable; or (b) the level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful.,relief_or_optional,False,optional_relief_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_20_C01,IFRS S2,20,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,1,,0,,True,"In addition, an entity need not provide quantitative information about the anticipated financial effects of a…","In addition, an entity need not provide quantitative information about the anticipated financial effects of a climate-related risk or opportunity if the entity does not have the skills, capabilities or resources to provide that quantitative information.","In addition, an entity need not provide quantitative information about the anticipated financial effects of a climate-related risk or opportunity if the entity does not have the skills, capabilities or resources to provide that quantitative information.",,"In addition, an entity need not provide quantitative information about the anticipated financial effects of a climate-related risk or opportunity if the entity does not have the skills, capabilities or resources to provide that quantitative information.",relief_or_optional,False,optional_relief_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_21_C01,IFRS S2,21,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,1,(a),1,(a),True,If an entity determines that it need not provide quantitative information about the current or anticipated…,"If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall — (a) explain why it has not provided quantitative information","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall — (a) explain why it has not provided quantitative information","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall: (a) explain why it has not provided quantitative information; (b) provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity; and (c) provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.",relief_or_optional,False,optional_relief_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_21_C02,IFRS S2,21,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,2,(b),1,(b),True,If an entity determines that it need not provide quantitative information about the current or anticipated…,"If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall — (b) provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall — (b) provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall: (a) explain why it has not provided quantitative information; (b) provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity; and (c) provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.",relief_or_optional,False,optional_relief_leaf,"[""financial_effects"", ""connected_information""]",medium,1.0,[],1.0,[]
IFRS_S2_21_C03,IFRS S2,21,11,Strategy,Strategy,"Financial position, financial performance and cash flows",auto_toc_body_range,,3,(c),1,(c),True,If an entity determines that it need not provide quantitative information about the current or anticipated…,"If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall — (c) provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall — (c) provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall: (a) explain why it has not provided quantitative information; (b) provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity; and (c) provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.",relief_or_optional,False,optional_relief_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S2_22_C01,IFRS S2,22,12,Strategy,Strategy,Climate resilience,auto_toc_body_range,,1,(a),1,(a),False,information that enables users of general purpose financial reports to understand the resilience of the entity’s…,"An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand:","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand:","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose: (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis; (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience; (iii) the entity’s capacity to adjust or adapt its strategy and business model to climate change over the short, medium and long term, including; (1) the availability of, and flexibility in, the entity’s existing financial resources to respond to the effects identified in the climate-related scenario analysis, including to address climate-related risks and to take advantage of climate-related opportunities; (2) the entity’s ability to redeploy, repurpose, upgrade or decommission existing assets; and (3) the effect of the entity’s current and planned investments in climate-related mitigation, adaptation and opportunities for climate resilience; and (b) how and when the climate-related scenario analysis was carried out, including: (i) information about the inputs the entity used, including: (1) which climate-related scenarios the entity used for the analysis and the sources of those scenarios; (2) whether the analysis included a diverse range of climate-related scenarios; (3) whether the climate-related scenarios used for the analysis are associated with climate-related transition risks or climate-related physical risks; (4) whether the entity used, among its scenarios, a climate-related scenario aligned with the latest international agreement on climate change; (5) why the entity decided that its chosen climate-related scenarios are relevant to assessing its resilience to climate-related changes, developments or uncertainties; (6) the time horizons the entity used in the analysis; and (7) what scope of operations the entity used in the analysis (for example, the operating locations and business units used in the analysis); (ii) the key assumptions the entity made in the analysis, including assumptions about: (1) climate-related policies in the jurisdictions in which the entity operates; (2) macroeconomic trends; (3) national-or regional-level variables (for example, local weather patterns, demographics, land use, infrastructure and availability of natural resources); (4) energy usage and mix; and (5) developments in technology; and (iii) the reporting period in which the climate-related scenario analysis was carried out (see paragraph B18).",relief_or_optional,False,container_context,"[""business_model_value_chain"", ""scenario_analysis""]",medium,1.0,[],1.0,[]
IFRS_S2_22_C02,IFRS S2,22,12,Strategy,Strategy,Climate resilience,auto_toc_body_range,,2,(i),2,(a)>(i),True,information that enables users of general purpose financial reports to understand the resilience of the entity’s…,"An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: — (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: — (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand:","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose: (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis; (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience; (iii) the entity’s capacity to adjust or adapt its strategy and business model to climate change over the short, medium and long term, including; (1) the availability of, and flexibility in, the entity’s existing financial resources to respond to the effects identified in the climate-related scenario analysis, including to address climate-related risks and to take advantage of climate-related opportunities; (2) the entity’s ability to redeploy, repurpose, upgrade or decommission existing assets; and (3) the effect of the entity’s current and planned investments in climate-related mitigation, adaptation and opportunities for climate resilience; and (b) how and when the climate-related scenario analysis was carried out, including: (i) information about the inputs the entity used, including: (1) which climate-related scenarios the entity used for the analysis and the sources of those scenarios; (2) whether the analysis included a diverse range of climate-related scenarios; (3) whether the climate-related scenarios used for the analysis are associated with climate-related transition risks or climate-related physical risks; (4) whether the entity used, among its scenarios, a climate-related scenario aligned with the latest international agreement on climate change; (5) why the entity decided that its chosen climate-related scenarios are relevant to assessing its resilience to climate-related changes, developments or uncertainties; (6) the time horizons the entity used in the analysis; and (7) what scope of operations the entity used in the analysis (for example, the operating locations and business units used in the analysis); (ii) the key assumptions the entity made in the analysis, including assumptions about: (1) climate-related policies in the jurisdictions in which the entity operates; (2) macroeconomic trends; (3) national-or regional-level variables (for example, local weather patterns, demographics, land use, infrastructure and availability of natural resources); (4) energy usage and mix; and (5) developments in technology; and (iii) the reporting period in which the climate-related scenario analysis was carried out (see paragraph B18).",relief_or_optional,False,optional_relief_leaf,"[""business_model_value_chain"", ""scenario_analysis""]",medium,1.0,[],1.0,[]
IFRS_S2_22_C03,IFRS S2,22,12,Strategy,Strategy,Climate resilience,auto_toc_body_range,,3,(ii),2,(a)>(ii),True,information that enables users of general purpose financial reports to understand the resilience of the entity’s…,"An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: — (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: — (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose — (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand:","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose: (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis; (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience; (iii) the entity’s capacity to adjust or adapt its strategy and business model to climate change over the short, medium and long term, including; (1) the availability of, and flexibility in, the entity’s existing financial resources to respond to the effects identified in the climate-related scenario analysis, including to address climate-related risks and to take advantage of climate-related opportunities; (2) the entity’s ability to redeploy, repurpose, upgrade or decommission existing assets; and (3) the effect of the entity’s current and planned investments in climate-related mitigation, adaptation and opportunities for climate resilience; and (b) how and when the climate-related scenario analysis was carried out, including: (i) information about the inputs the entity used, including: (1) which climate-related scenarios the entity used for the analysis and the sources of those scenarios; (2) whether the analysis included a diverse range of climate-related scenarios; (3) whether the climate-related scenarios used for the analysis are associated with climate-related transition risks or climate-related physical risks; (4) whether the entity used, among its scenarios, a climate-related scenario aligned with the latest international agreement on climate change; (5) why the entity decided that its chosen climate-related scenarios are relevant to assessing its resilience to climate-related changes, developments or uncertainties; (6) the time horizons the entity used in the analysis; and (7) what scope of operations the entity used in the analysis (for example, the operating locations and business units used in the analysis); (ii) the key assumptions the entity made in the analysis, including assumptions about: (1) climate-related policies in the jurisdictions in which the entity operates; (2) macroeconomic trends; (3) national-or regional-level variables (for example, local weather patterns, demographics, land use, infrastructure and availability of natural resources); (4) energy usage and mix; and (5) developments in technology; and (iii) the reporting period in which the climate-related scenario analysis was carried out (see paragraph B18).",relief_or_optional,False,optional_relief_leaf,"[""business_model_value_chain"", ""scenario_analysis""]",medium,1.0,[],1.0,[]
